body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_category,race_class,race_date,race_id,race_name,race_no,race_rule,scheduled_start,sex_age,source_url,surface,time,track_condition,trainer,weather,weight_rule,平均1F,枠
432(+4),52.0,13  12  11,札幌,PASS_HTML,1500,10,pw01dud102024105051/43,ルイスイメル,11,▲遠藤 汰月,37.2,クビ,03,02,13,2歳,未勝利,2026-08-29,pw01sde1001202602030220260829,2歳未勝利,02,牝［指定］,10時30分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030220260829%2FD1,芝,1:32.3,稍重,本田 優,晴,馬齢,,
442(-2),52.0,8  9  11,札幌,PASS_HTML,1500,11,pw01dud102024101900/7D,ソーハッピー,9,▲小林 美駒,37.9,２ 1/2,03,02,5,2歳,未勝利,2026-08-29,pw01sde1001202602030220260829,2歳未勝利,02,牝［指定］,10時30分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030220260829%2FD1,芝,1:32.7,稍重,松下 武士,晴,馬齢,,
400(+8),55.0,2  3  7,札幌,PASS_HTML,1500,12,pw01dud102024102008/4B,リラカリス,8,丹内 祐次,38.8,クビ,03,02,10,2歳,未勝利,2026-08-29,pw01sde1001202602030220260829,2歳未勝利,02,牝［指定］,10時30分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030220260829%2FD1,芝,1:32.7,稍重,新谷 功一,晴,馬齢,,
400(-2),53.0,12  12  13,札幌,PASS_HTML,1500,13,pw01dud102024105019/9B,ロゼハイスクール,2,◇古川 奈穂,38.1,２,03,02,11,2歳,未勝利,2026-08-29,pw01sde1001202602030220260829,2歳未勝利,02,牝［指定］,10時30分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030220260829%2FD1,芝,1:33.1,稍重,小崎 憲,晴,馬齢,,
440(+6),55.0,2  2  2  2,札幌,PASS_HTML,1800,1,pw01dud102024103490/F6,ロマノヴェリテ,5,北村 友一,36.0,,03,02,3,2歳,未勝利,2026-08-29,pw01sde1001202602030320260829,2歳未勝利,03,（混合）［指定］,11時00分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030320260829%2F86,芝,1:52.5,稍重,中竹 和也,晴,馬齢,,
436(+10),55.0,4  3  3  3,札幌,PASS_HTML,1800,2,pw01dud102024102908/04,イドム,9,松本 大輝,36.1,１ 3/4,03,02,4,2歳,未勝利,2026-08-29,pw01sde1001202602030320260829,2歳未勝利,03,（混合）［指定］,11時00分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030320260829%2F86,芝,1:52.8,稍重,高橋 康之,晴,馬齢,,
450(+2),55.0,1  1  1  1,札幌,PASS_HTML,1800,3,pw01dud102024106427/78,エコロナイン,3,鮫島 克駿,37.0,３,03,02,2,2歳,未勝利,2026-08-29,pw01sde1001202602030320260829,2歳未勝利,03,（混合）［指定］,11時00分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030320260829%2F86,芝,1:53.3,稍重,加藤 征弘,晴,馬齢,,
448(+10),55.0,11  11  9  5,札幌,PASS_HTML,1800,4,pw01dud102024106180/20,ダノンキューブ,1,武 豊,36.0,クビ,03,02,1,2歳,未勝利,2026-08-29,pw01sde1001202602030320260829,2歳未勝利,03,（混合）［指定］,11時00分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030320260829%2F86,芝,1:53.3,稍重,橋口 慎介,晴,馬齢,,
420(+10),53.0,7  7  6  5,札幌,PASS_HTML,1800,5,pw01dud102024100609/06,チェッリーニ,6,◇古川 奈穂,36.4,３／４,03,02,8,2歳,未勝利,2026-08-29,pw01sde1001202602030320260829,2歳未勝利,03,（混合）［指定］,11時00分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030320260829%2F86,芝,1:53.5,稍重,羽月 友彦,晴,馬齢,,
420(+6),55.0,3  3  3  3,札幌,PASS_HTML,1800,6,pw01dud102024100245/B6,トルネードサンダー,8,丹内 祐次,36.9,１／２,03,02,6,2歳,未勝利,2026-08-29,pw01sde1001202602030320260829,2歳未勝利,03,（混合）［指定］,11時00分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030320260829%2F86,芝,1:53.6,稍重,安達 昭夫,晴,馬齢,,
390(+2),51.0,10  9  9  8,札幌,PASS_HTML,1800,7,pw01dud102024100004/A1,サンゴート,2,★河原田 菜々,36.6,２,03,02,10,2歳,未勝利,2026-08-29,pw01sde1001202602030320260829,2歳未勝利,03,（混合）［指定］,11時00分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030320260829%2F86,芝,1:53.9,稍重,村田 一誠,晴,馬齢,,
430(0),55.0,9  9  6  9,札幌,PASS_HTML,1800,8,pw01dud102024106580/E4,マシュマロデイズ,7,横山 和生,36.8,クビ,03,02,5,2歳,未勝利,2026-08-29,pw01sde1001202602030320260829,2歳未勝利,03,（混合）［指定］,11時00分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030320260829%2F86,芝,1:54.0,稍重,武 英智,晴,馬齢,,
428(-2),55.0,5  5  5  5,札幌,PASS_HTML,1800,9,pw01dud102024103571/7A,マイネルサリーレ,10,斎藤 新,37.5,３,03,02,7,2歳,未勝利,2026-08-29,pw01sde1001202602030320260829,2歳未勝利,03,（混合）［指定］,11時00分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030320260829%2F86,芝,1:54.5,稍重,田島 俊明,晴,馬齢,,
446(-4),55.0,5  5  6  9,札幌,PASS_HTML,1800,10,pw01dud102024106018/17,アイアムツヨスギル,4,池添 謙一,38.9,９,03,02,9,2歳,未勝利,2026-08-29,pw01sde1001202602030320260829,2歳未勝利,03,（混合）［指定］,11時00分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030320260829%2F86,芝,1:56.0,稍重,奥平 雅士,晴,馬齢,,
450(+8),52.0,7  7  9  11,札幌,PASS_HTML,1800,11,pw01dud102024101323/D0,シャイニーヒーロー,11,▲大久保 友雅,39.1,３,03,02,11,2歳,未勝利,2026-08-29,pw01sde1001202602030320260829,2歳未勝利,03,（混合）［指定］,11時00分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030320260829%2F86,芝,1:56.5,稍重,畠山 吉宏,晴,馬齢,,
480(-4),54.0,7  7,札幌,QUARANTINED_HTML:track_condition,1000,1,pw01dud102023105279/D1,アニマレイ,5,▲小林 美駒,35.9,,03,02,4,3歳,未勝利,2026-08-29,pw01sde1001202602030420260829,3歳未勝利,04,（混合）［指定］,11時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030420260829%2F3B,ダート,0:59.6,,須貝 尚介,晴,馬齢,,
452(+8),52.0,2  2,札幌,QUARANTINED_HTML:track_condition,1000,2,pw01dud102023110048/EF,オスロクィーン,4,▲遠藤 汰月,36.8,１ 3/4,03,02,8,3歳,未勝利,2026-08-29,pw01sde1001202602030420260829,3歳未勝利,04,（混合）［指定］,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030420260829%2F3B,ダート,0:59.9,,武井 亮,晴,馬齢,,
470(-4),57.0,1  1,札幌,QUARANTINED_HTML:track_condition,1000,3,pw01dud102023105694/76,ハクサンレイホウ,3,黛 弘人,36.8,アタマ,03,02,9,3歳,未勝利,2026-08-29,pw01sde1001202602030420260829,3歳未勝利,04,（混合）［指定］,11時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030420260829%2F3B,ダート,0:59.9,,武藤 善則,晴,馬齢,,
486(-18),55.0,4  4,札幌,QUARANTINED_HTML:track_condition,1000,4,pw01dud102023107310/75,ハイティー,6,武 豊,36.6,アタマ,03,02,1,3歳,未勝利,2026-08-29,pw01sde1001202602030420260829,3歳未勝利,04,（混合）［指定］,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030420260829%2F3B,ダート,0:59.9,,木村 哲也,晴,馬齢,,
510(+12),53.0,4  4,札幌,QUARANTINED_HTML:track_condition,1000,5,pw01dud102023106001/56,スマートコーラル,12,◇古川 奈穂,36.7,クビ,03,02,3,3歳,未勝利,2026-08-29,pw01sde1001202602030420260829,3歳未勝利,04,（混合）［指定］,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030420260829%2F3B,ダート,1:00.0,,石坂 公一,晴,馬齢,,
464(+6),53.0,4  4,札幌,QUARANTINED_HTML:track_condition,1000,6,pw01dud102023104669/96,ゲレイロ,2,★河原田 菜々,37.0,２,03,02,6,3歳,未勝利,2026-08-29,pw01sde1001202602030420260829,3歳未勝利,04,（混合）［指定］,11時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030420260829%2F3B,ダート,1:00.3,,今野 貞一,晴,馬齢,,
460(+8),57.0,9  8,札幌,QUARANTINED_HTML:track_condition,1000,7,pw01dud102023106605/48,フェイスリフト,7,古川 吉洋,36.2,１／２,03,02,2,3歳,未勝利,2026-08-29,pw01sde1001202602030420260829,3歳未勝利,04,（混合）［指定］,11時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030420260829%2F3B,ダート,1:00.4,,嘉藤 貴行,晴,馬齢,,
454(+12),55.0,2  3,札幌,QUARANTINED_HTML:track_condition,1000,8,pw01dud102023103857/13,ミスマラッカ,11,鮫島 克駿,37.7,２,03,02,10,3歳,未勝利,2026-08-29,pw01sde1001202602030420260829,3歳未勝利,04,（混合）［指定］,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030420260829%2F3B,ダート,1:00.8,,本間 忍,晴,馬齢,,
454(+4),57.0,8  10,札幌,QUARANTINED_HTML:track_condition,1000,9,pw01dud102023101845/3F,マッシブショット,10,横山 琉人,37.1,１／２,03,02,7,3歳,未勝利,2026-08-29,pw01sde1001202602030420260829,3歳未勝利,04,（混合）［指定］,11時30分,せん3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030420260829%2F3B,ダート,1:00.9,,武藤 善則,晴,馬齢,,
448(+6),55.0,9  9,札幌,QUARANTINED_HTML:track_condition,1000,10,pw01dud102023105278/5E,ジューンマロン,8,川又 賢治,37.2,２ 1/2,03,02,11,3歳,未勝利,2026-08-29,pw01sde1001202602030420260829,3歳未勝利,04,（混合）［指定］,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030420260829%2F3B,ダート,1:01.3,,武 英智,晴,馬齢,,
470(+4),55.0,11  11,札幌,QUARANTINED_HTML:track_condition,1000,11,pw01dud102023100360/3C,ニシノギャルズ,1,石川 倭,37.2,２ 1/2,03,02,5,3歳,未勝利,2026-08-29,pw01sde1001202602030420260829,3歳未勝利,04,（混合）［指定］,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030420260829%2F3B,ダート,1:01.7,,水野 貴広,晴,馬齢,,
476(0),57.0,12  12,札幌,QUARANTINED_HTML:track_condition,1000,12,pw01dud102023105366/99,ディースカウ,9,吉田 隼人,37.0,３ 1/2,03,02,12,3歳,未勝利,2026-08-29,pw01sde1001202602030420260829,3歳未勝利,04,（混合）［指定］,11時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030420260829%2F3B,ダート,1:02.2,,須貝 尚介,晴,馬齢,,
482(初出走),55.0,9  8  7  4,札幌,QUARANTINED_HTML:track_condition,1700,1,pw01dud102024106798/EE,ユーフォナイト,1,武 豊,38.6,,03,02,3,2歳,新馬,2026-08-29,pw01sde1001202602030520260829,メイクデビュー札幌,05,（混合）［指定］,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030520260829%2FF0,ダート,1:48.1,,加藤 征弘,晴,馬齢,,
474(初出走),55.0,2  2  2  1,札幌,QUARANTINED_HTML:track_condition,1700,2,pw01dud102024107117/C4,フィールザウィル,5,小沢 大仁,39.3,クビ,03,02,6,2歳,新馬,2026-08-29,pw01sde1001202602030520260829,メイクデビュー札幌,05,（混合）［指定］,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030520260829%2FF0,ダート,1:48.2,,伊藤 大士,晴,馬齢,,
500(初出走),55.0,10  10  9  5,札幌,QUARANTINED_HTML:track_condition,1700,3,pw01dud102024103223/7D,リュウノタキノボリ,12,横山 琉人,38.7,２,03,02,12,2歳,新馬,2026-08-29,pw01sde1001202602030520260829,メイクデビュー札幌,05,（混合）［指定］,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030520260829%2FF0,ダート,1:48.5,,堀内 岳志,晴,馬齢,,
490(初出走),55.0,4  3  2  2,札幌,QUARANTINED_HTML:track_condition,1700,4,pw01dud102024106658/7D,モントリオール,11,横山 武史,39.7,３／４,03,02,2,2歳,新馬,2026-08-29,pw01sde1001202602030520260829,メイクデビュー札幌,05,（混合）［指定］,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030520260829%2FF0,ダート,1:48.6,,松尾 卓哉,晴,馬齢,,
500(初出走),55.0,11  12  12  10,札幌,QUARANTINED_HTML:track_condition,1700,5,pw01dud102024105349/5E,ロンバルディア,3,丹内 祐次,38.5,１ 1/2,03,02,5,2歳,新馬,2026-08-29,pw01sde1001202602030520260829,メイクデビュー札幌,05,（混合）［指定］,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030520260829%2FF0,ダート,1:48.9,,伊藤 圭三,晴,馬齢,,
472(初出走),55.0,13  13  11  8,札幌,QUARANTINED_HTML:track_condition,1700,6,pw01dud102024104323/9D,ハリケンライズ,9,石川 倭,38.8,アタマ,03,02,10,2歳,新馬,2026-08-29,pw01sde1001202602030520260829,メイクデビュー札幌,05,（混合）［指定］,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030520260829%2FF0,ダート,1:48.9,,高柳 大輔,晴,馬齢,,
504(初出走),55.0,2  3  1  2,札幌,QUARANTINED_HTML:track_condition,1700,7,pw01dud102024105699/41,ゴーストミステリー,10,横山 和生,40.2,１ 1/4,03,02,1,2歳,新馬,2026-08-29,pw01sde1001202602030520260829,メイクデビュー札幌,05,（混合）［指定］,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030520260829%2FF0,ダート,1:49.1,,黒岩 陽一,晴,馬齢,,
540(初出走),55.0,14  14  14  12,札幌,QUARANTINED_HTML:track_condition,1700,8,pw01dud102024106761/99,ルボワ,14,北村 友一,38.6,２,03,02,9,2歳,新馬,2026-08-29,pw01sde1001202602030520260829,メイクデビュー札幌,05,（混合）［指定］,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030520260829%2FF0,ダート,1:49.5,,杉山 佳明,晴,馬齢,,
484(初出走),55.0,6  6  5  6,札幌,QUARANTINED_HTML:track_condition,1700,9,pw01dud102024106739/01,テンラッキーロード,8,鮫島 克駿,40.4,２,03,02,4,2歳,新馬,2026-08-29,pw01sde1001202602030520260829,メイクデビュー札幌,05,（混合）［指定］,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030520260829%2FF0,ダート,1:49.8,,高柳 大輔,晴,馬齢,,
444(初出走),51.0,4  3  7  8,札幌,QUARANTINED_HTML:track_condition,1700,10,pw01dud102024106566/76,ハイネスプラウド,2,★河原田 菜々,40.5,１ 1/2,03,02,8,2歳,新馬,2026-08-29,pw01sde1001202602030520260829,メイクデビュー札幌,05,（混合）［指定］,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030520260829%2FF0,ダート,1:50.0,,武井 亮,晴,馬齢,,
480(初出走),55.0,11  10  10  12,札幌,QUARANTINED_HTML:track_condition,1700,11,pw01dud102024105875/B7,コスモセイント,6,池添 謙一,40.4,２ 1/2,03,02,11,2歳,新馬,2026-08-29,pw01sde1001202602030520260829,メイクデビュー札幌,05,（混合）［指定］,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030520260829%2FF0,ダート,1:50.4,,矢嶋 大樹,晴,馬齢,,
478(初出走),55.0,6  6  5  7,札幌,QUARANTINED_HTML:track_condition,1700,12,pw01dud102024107227/05,ルクシエル,13,斎藤 新,41.6,４,03,02,7,2歳,新馬,2026-08-29,pw01sde1001202602030520260829,メイクデビュー札幌,05,（混合）［指定］,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030520260829%2FF0,ダート,1:51.0,,浜田 多実雄,晴,馬齢,,
460(初出走),52.0,6  8  12  14,札幌,QUARANTINED_HTML:track_condition,1700,13,pw01dud102024100211/BA,フクノブロッサム,7,▲遠藤 汰月,42.1,８,03,02,14,2歳,新馬,2026-08-29,pw01sde1001202602030520260829,メイクデビュー札幌,05,（混合）［指定］,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202602030520260829%2FF0,ダート,1:52.4,,竹内 正洋,晴,馬齢,,
