body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_category,race_class,race_date,race_id,race_name,race_no,race_rule,rating,scheduled_start,sex_age,source_url,surface,time,track_condition,trainer,weather,weight_rule,平均1F,枠
502(+6),55.0,3  4  4  3,札幌,PASS_HTML,2600,4,pw01dud102023107050/22,ワンダフルデイズ,2,横山 琉人,37.5,１ 3/4,04,01,2,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040420260802,3歳以上1勝クラス,04,（混合）（特指）,,11時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,芝,2:40.7,良,高橋 義忠,晴,定量,,
452(+8),57.0,9  9  8  5,札幌,PASS_HTML,2600,5,pw01dud102020105796/E9,ペリプルス,7,☆舟山 瑠泉,37.2,ハナ,04,01,11,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040420260802,3歳以上1勝クラス,04,（混合）（特指）,,11時30分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,芝,2:40.7,良,室井 潔,晴,定量,,
452(0),58.0,12  12  8  5,札幌,PASS_HTML,2600,6,pw01dud102021102379/1D,テイクザクラウン,12,川又 賢治,37.3,１／２,04,01,5,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040420260802,3歳以上1勝クラス,04,（混合）（特指）,,11時30分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,芝,2:40.8,良,吉村 圭司,晴,定量,,
508(0),55.0,6  6  6  5,札幌,PASS_HTML,2600,7,pw01dud102023104156/38,グランアルト,4,斎藤 新,38.0,３ 1/2,04,01,4,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040420260802,3歳以上1勝クラス,04,（混合）（特指）,,11時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,芝,2:41.4,良,斎藤 誠,晴,定量,,
430(+4),56.0,8  8  8  8,札幌,PASS_HTML,2600,8,pw01dud102022104164/D6,サイモンイロハニー,11,小沢 大仁,37.9,アタマ,04,01,7,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040420260802,3歳以上1勝クラス,04,（混合）（特指）,,11時30分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,芝,2:41.4,良,谷 潔,晴,定量,,
498(-8),55.0,9  9  6  8,札幌,PASS_HTML,2600,9,pw01dud102022106180/08,シャインバオバブ,13,▲遠藤 汰月,38.3,１ 3/4,04,01,12,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040420260802,3歳以上1勝クラス,04,（混合）（特指）,,11時30分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,芝,2:41.7,良,本田 優,晴,定量,,
522(+4),54.0,11  11  12  11,札幌,PASS_HTML,2600,10,pw01dud102022102383/07,ニヒトツーゼーア,9,★河原田 菜々,38.2,１ 1/2,04,01,6,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040420260802,3歳以上1勝クラス,04,（混合）（特指）,,11時30分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,芝,2:41.9,良,中竹 和也,晴,定量,,
470(-6),58.0,13  13  11  10,札幌,PASS_HTML,2600,11,pw01dud102022104661/72,ジーティートシオー,3,荻野 琢真,38.8,３,04,01,13,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040420260802,3歳以上1勝クラス,04,（混合）（特指）,,11時30分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,芝,2:42.4,良,西村 真幸,晴,定量,,
442(+22),56.0,1  1  2  12,札幌,PASS_HTML,2600,12,pw01dud102022101425/CF,エナジーショット,1,丹内 祐次,46.5,大差,04,01,9,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040420260802,3歳以上1勝クラス,04,（混合）（特指）,,11時30分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,芝,2:49.5,良,矢嶋 大樹,晴,定量,,
478(+8),55.0,6  6  13  13,札幌,PASS_HTML,2600,13,pw01dud102023103837/F3,ランブリングマン,8,北村 友一,51.3,大差,04,01,10,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040420260802,3歳以上1勝クラス,04,（混合）（特指）,,11時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040420260802%2F9E,芝,2:55.8,良,前川 恭子,晴,定量,,
474(初出走),55.0,3  4  3  4,札幌,PASS_HTML,1800,1,pw01dud102024106597/19,ホウオウプレマ,2,池添 謙一,35.3,,04,01,1,2歳,新馬,2026-08-02,pw01sde1001202601040520260802,メイクデビュー札幌,05,[指定],,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,芝,1:50.8,良,大竹 正博,晴,馬齢,,
474(初出走),55.0,1  1  1  1,札幌,PASS_HTML,1800,2,pw01dud102024103201/77,ロゼプレミア,7,鮫島 克駿,35.6,３／４,04,01,4,2歳,新馬,2026-08-02,pw01sde1001202601040520260802,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,芝,1:50.9,良,東田 明士,晴,馬齢,,
482(初出走),54.0,3  4  6  2,札幌,PASS_HTML,1800,3,pw01dud102024103472/BC,オンザボー,3,☆舟山 瑠泉,35.6,１ 3/4,04,01,3,2歳,新馬,2026-08-02,pw01sde1001202601040520260802,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,芝,1:51.2,良,田中 博康,晴,馬齢,,
510(初出走),55.0,8  7  3  2,札幌,PASS_HTML,1800,4,pw01dud102024106558/4C,スワッグウォーク,4,武 豊,36.4,４,04,01,2,2歳,新馬,2026-08-02,pw01sde1001202601040520260802,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,芝,1:51.9,良,武 幸四郎,晴,馬齢,,
480(初出走),55.0,9  9  9  9,札幌,PASS_HTML,1800,5,pw01dud102024106823/70,サーギュスターヴ,5,丹内 祐次,35.9,１ 1/4,04,01,9,2歳,新馬,2026-08-02,pw01sde1001202601040520260802,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,芝,1:52.1,良,杉浦 宏昭,晴,馬齢,,
468(初出走),55.0,9  9  8  8,札幌,PASS_HTML,1800,6,pw01dud102024106075/1E,デルマハッコウダ,9,落合 玄太,36.2,１,04,01,8,2歳,新馬,2026-08-02,pw01sde1001202601040520260802,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,芝,1:52.3,良,天間 昭一,晴,馬齢,,
456(初出走),55.0,6  6  3  6,札幌,PASS_HTML,1800,7,pw01dud102024107200/C0,ジューンガレン,1,浜中 俊,36.8,１／２,04,01,6,2歳,新馬,2026-08-02,pw01sde1001202601040520260802,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,芝,1:52.3,良,長谷川 浩大,晴,馬齢,,
410(初出走),55.0,6  8  10  10,札幌,PASS_HTML,1800,8,pw01dud102024106864/23,チャームジュネーヴ,8,原田 和真,36.4,３ 1/2,04,01,10,2歳,新馬,2026-08-02,pw01sde1001202601040520260802,メイクデビュー札幌,05,[指定],,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,芝,1:52.9,良,蛯名 利弘,晴,馬齢,,
488(初出走),55.0,2  2  6  6,札幌,PASS_HTML,1800,9,pw01dud102024104957/BF,グラブザクラウン,10,横山 典弘,37.5,１,04,01,7,2歳,新馬,2026-08-02,pw01sde1001202601040520260802,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,芝,1:53.1,良,昆 貢,晴,馬齢,,
490(初出走),55.0,3  2  2  5,札幌,PASS_HTML,1800,10,pw01dud102024106074/AB,ボンジュールパリ,6,横山 武史,39.0,８,04,01,5,2歳,新馬,2026-08-02,pw01sde1001202601040520260802,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040520260802%2F53,芝,1:54.4,良,加藤 征弘,晴,馬齢,,
466(+8),54.0,4  4  3  2,札幌,PASS_HTML,2000,1,pw01dud102023105879/F7,ウインベルチェーロ,4,☆長浜 鴻緒,36.1,,04,01,10,3歳,未勝利,2026-08-02,pw01sde1001202601040720260802,3歳未勝利,07,（混合）［指定］,,13時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,芝,2:00.7,良,手塚 貴久,晴,馬齢,,
408(-8),55.0,10  10  7  4,札幌,PASS_HTML,2000,2,pw01dud102023101938/B9,メイショウローゼ,9,池添 謙一,36.1,３ 1/2,04,01,2,3歳,未勝利,2026-08-02,pw01sde1001202601040720260802,3歳未勝利,07,（混合）［指定］,,13時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,芝,2:01.3,良,本田 優,晴,馬齢,,
454(+4),54.0,9  9  7  6,札幌,PASS_HTML,2000,3,pw01dud102023102802/95,ヤクジョ,12,▲和田 陽希,36.1,ハナ,04,01,8,3歳,未勝利,2026-08-02,pw01sde1001202601040720260802,3歳未勝利,07,（混合）［指定］,,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,芝,2:01.3,良,松永 康利,晴,馬齢,,
470(0),55.0,7  7  5  4,札幌,PASS_HTML,2000,4,pw01dud102023101812/B6,デイズインザサン,11,佐々木 大輔,36.4,１／２,04,01,9,3歳,未勝利,2026-08-02,pw01sde1001202601040720260802,3歳未勝利,07,（混合）［指定］,,13時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,芝,2:01.4,良,小野 次郎,晴,馬齢,,
438(-10),52.0,2  2  2  2,札幌,PASS_HTML,2000,5,pw01dud102023102669/B8,ワダツミ,7,▲小林 美駒,37.1,クビ,04,01,4,3歳,未勝利,2026-08-02,pw01sde1001202601040720260802,3歳未勝利,07,（混合）［指定］,,13時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,芝,2:01.4,良,笹田 和秀,晴,馬齢,,
446(+2),55.0,1  1  1  1,札幌,PASS_HTML,2000,6,pw01dud102023105003/4D,アールグレイ,1,横山 武史,37.7,３,04,01,1,3歳,未勝利,2026-08-02,pw01sde1001202601040720260802,3歳未勝利,07,（混合）［指定］,,13時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,芝,2:01.9,良,蛯名 正義,晴,馬齢,,
458(+8),57.0,12  12  11  8,札幌,PASS_HTML,2000,7,pw01dud102023103776/8F,フォーティンブラス,10,小沢 大仁,36.4,クビ,04,01,7,3歳,未勝利,2026-08-02,pw01sde1001202601040720260802,3歳未勝利,07,（混合）［指定］,,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,芝,2:02.0,良,池江 泰寿,晴,馬齢,,
480(-2),57.0,7  8  10  10,札幌,PASS_HTML,2000,8,pw01dud102023103196/89,フクチャンブラック,2,松本 大輝,36.8,１ 1/2,04,01,5,3歳,未勝利,2026-08-02,pw01sde1001202601040720260802,3歳未勝利,07,（混合）［指定］,,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,芝,2:02.2,良,高橋 康之,晴,馬齢,,
450(+12),55.0,5  5  5  7,札幌,PASS_HTML,2000,9,pw01dud102023106211/C8,スリールーディカ,8,丹内 祐次,37.3,クビ,04,01,3,3歳,未勝利,2026-08-02,pw01sde1001202601040720260802,3歳未勝利,07,（混合）［指定］,,13時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,芝,2:02.3,良,橋田 宜長,晴,馬齢,,
480(+12),57.0,10  10  11  11,札幌,PASS_HTML,2000,10,pw01dud102023103601/AF,アイアムコロンブス,3,石川 倭,36.7,クビ,04,01,6,3歳,未勝利,2026-08-02,pw01sde1001202601040720260802,3歳未勝利,07,（混合）［指定］,,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,芝,2:02.3,良,奥平 雅士,晴,馬齢,,
470(0),56.0,2  2  4  8,札幌,PASS_HTML,2000,11,pw01dud102023105044/00,ゴールデンボブ,5,☆舟山 瑠泉,38.9,８,04,01,11,3歳,未勝利,2026-08-02,pw01sde1001202601040720260802,3歳未勝利,07,（混合）［指定］,,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,芝,2:03.6,良,四位 洋文,晴,馬齢,,
454(0),53.0,5  5  7  12,札幌,PASS_HTML,2000,12,pw01dud102023103863/57,デルマアサマ,6,★河原田 菜々,39.4,５,04,01,12,3歳,未勝利,2026-08-02,pw01sde1001202601040720260802,3歳未勝利,07,（混合）［指定］,,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040720260802%2FBD,芝,2:04.5,良,森田 直行,晴,馬齢,,
490(-2),51.0,7  6  7  7,札幌,QUARANTINED_HTML:track_condition,1700,1,pw01dud102023103176/69,セイントホース,10,★河原田 菜々,36.7,,04,01,6.0,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040620260802,3歳以上1勝クラス,06,（混合）（特指）,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,ダート,1:45.1,,谷 潔,晴,定量,,
494(-2),58.0,6  6  8  7,札幌,QUARANTINED_HTML:track_condition,1700,2,pw01dud102022101255/9D,ステイアンビシャス,1,佐々木 大輔,36.8,１ 1/2,04,01,10.0,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040620260802,3歳以上1勝クラス,06,（混合）（特指）,,12時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,ダート,1:45.4,,堀内 岳志,晴,定量,,
442(-8),58.0,8  6  2  2,札幌,QUARANTINED_HTML:track_condition,1700,3,pw01dud102022102300/2E,アスクガンバーレ,2,岩田 康誠,37.9,クビ,04,01,5.0,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040620260802,3歳以上1勝クラス,06,（混合）（特指）,,12時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,ダート,1:45.4,,福永 祐一,晴,定量,,
516(-2),55.0,2  2  1  1,札幌,QUARANTINED_HTML:track_condition,1700,4,pw01dud102023105786/7D,ロードアマルフィ,3,石川 倭,38.0,クビ,04,01,2.0,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040620260802,3歳以上1勝クラス,06,（混合）（特指）,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,ダート,1:45.5,,中村 直也,晴,定量,,
482(-10),55.0,5  3  5  4,札幌,QUARANTINED_HTML:track_condition,1700,5,pw01dud102023100612/65,タイセイジェイド,8,西村 淳也,37.5,１／２,04,01,3.0,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040620260802,3歳以上1勝クラス,06,（混合）（特指）,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,ダート,1:45.6,,矢作 芳人,晴,定量,,
460(+10),53.0,3  3  4  4,札幌,QUARANTINED_HTML:track_condition,1700,6,pw01dud102023110034/13,カフジクロミエ,11,古川 吉洋,37.9,１ 3/4,04,01,9.0,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040620260802,3歳以上1勝クラス,06,（混合）（特指）,,12時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,ダート,1:45.9,,中竹 和也,晴,定量,,
492(-4),58.0,4  3  5  6,札幌,QUARANTINED_HTML:track_condition,1700,7,pw01dud102022100912/6C,ココデイック,5,西塚 洸二,37.7,クビ,04,01,8.0,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040620260802,3歳以上1勝クラス,06,（混合）（特指）,,12時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,ダート,1:45.9,,藤岡 健一,晴,定量,,
514(+8),55.0,8  9  8  9,札幌,QUARANTINED_HTML:track_condition,1700,8,pw01dud102023102263/42,ステラデルークス,7,横山 武史,37.7,２ 1/2,04,01,4.0,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040620260802,3歳以上1勝クラス,06,（混合）（特指）,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,ダート,1:46.3,,鈴木 伸尋,晴,定量,,
482(-10),58.0,10  10  10  9,札幌,QUARANTINED_HTML:track_condition,1700,9,pw01dud102022101445/EF,マテンロウカナロア,4,横山 和生,37.8,１ 3/4,04,01,1.0,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040620260802,3歳以上1勝クラス,06,（混合）（特指）,,12時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,ダート,1:46.6,,野中 賢二,晴,定量,,
534(+2),55.0,1  1  2  2,札幌,QUARANTINED_HTML:track_condition,1700,10,pw01dud102023100953/AB,グランセレスト,6,丹内 祐次,40.3,７,04,01,7.0,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040620260802,3歳以上1勝クラス,06,（混合）（特指）,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,ダート,1:47.8,,竹内 正洋,晴,定量,,
466(-10),50.0,,札幌,QUARANTINED_HTML:track_condition,1700,除外,pw01dud102023103232/8E,ゼルダ,9,▲和田 陽希,,,04,01,,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040620260802,3歳以上1勝クラス,06,（混合）（特指）,,12時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040620260802%2F08,ダート,,,鈴木 孝志,晴,定量,,
484(0),56.0,4  2,札幌,PASS_HTML,1200,1,pw01dud102023100925/61,サトノワーグナー,2,横山 武史,34.5,,04,01,2,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:08.9,良,斎藤 誠,晴,定量,,
430(+2),56.0,4  6,札幌,PASS_HTML,1200,2,pw01dud102022105212/C0,エコロハート,1,鮫島 克駿,34.7,２,04,01,7,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:09.2,良,須貝 尚介,晴,定量,,
464(-2),58.0,4  5,札幌,PASS_HTML,1200,3,pw01dud102022103991/46,ジーティーエスピ,14,丹内 祐次,35.0,１ 3/4,04,01,1,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:09.5,良,中村 直也,晴,定量,,
466(+2),56.0,11  12,札幌,PASS_HTML,1200,4,pw01dud102020100084/F1,レッドカメリア,12,古川 吉洋,34.2,ハナ,04,01,11,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:09.5,良,佐藤 吉勝,晴,定量,,
448(+6),54.0,13  14,札幌,PASS_HTML,1200,5,pw01dud102023104875/3C,ダブルチャレンジ,11,吉田 隼人,34.0,アタマ,04,01,5,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:09.5,良,深山 雅史,晴,定量,,
472(-10),54.0,2  2,札幌,PASS_HTML,1200,6,pw01dud102023102812/A5,ディーズメンフィス,13,横山 典弘,35.4,１／２,04,01,4,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:09.6,良,村田 一誠,晴,定量,,
448(-4),58.0,8  6,札幌,PASS_HTML,1200,7,pw01dud102022101103/36,ザカリナン,5,斎藤 新,34.9,１,04,01,3,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:09.8,良,小栗 実,晴,定量,,
446(0),58.0,13  8,札幌,PASS_HTML,1200,8,pw01dud102021103535/62,シャインズオンユー,10,岩田 康誠,34.3,クビ,04,01,9,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:09.8,良,藤野 健太,晴,定量,,
480(+2),56.0,2  2,札幌,PASS_HTML,1200,9,pw01dud102021110014/DB,ブライトアゲイン,3,松本 大輝,35.7,１／２,04,01,8,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:09.9,良,森 秀行,晴,定量,,
478(-6),56.0,11  12,札幌,PASS_HTML,1200,10,pw01dud102022106016/19,ブライアーヒル,7,横山 琉人,34.6,アタマ,04,01,10,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:09.9,良,中尾 秀正,晴,定量,,
494(-2),56.0,8  8,札幌,PASS_HTML,1200,11,pw01dud102023105169/90,アースコーリング,8,落合 玄太,35.0,アタマ,04,01,14,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:09.9,良,五十嵐 冬樹,晴,定量,,
496(+8),56.0,1  1,札幌,PASS_HTML,1200,12,pw01dud102023105797/00,ロードクラシコ,6,佐々木 大輔,35.9,１ 1/4,04,01,6,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:10.1,良,斎藤 誠,晴,定量,,
476(-4),56.0,10  8,札幌,PASS_HTML,1200,13,pw01dud102023102972/36,グレートスティック,4,石川 倭,35.3,１ 1/4,04,01,13,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:10.3,良,小国 博行,晴,定量,,
448(-4),53.0,7  8,札幌,PASS_HTML,1200,14,pw01dud102021102433/5C,アートフォーム,9,▲和田 陽希,35.6,クビ,04,01,12,3歳以上,1勝クラス,2026-08-02,pw01sde1001202601040820260802,3歳以上1勝クラス,08,（混合）（特指）,,13時50分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601040820260802%2F72,芝,1:10.4,良,畑端 省吾,晴,定量,,
528(0),58.0,6  6  3  3,札幌,QUARANTINED_HTML:track_condition,1700,1,pw01dud102022104865/A0,ヘニーガイスト,8,横山 武史,36.2,,04,01,1,3歳以上,3勝クラス,2026-08-02,pw01sde1001202601041020260802,ポプラステークス,10,（混合）（特指）,,14時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,ダート,1:44.6,,加藤 征弘,晴,定量,,
486(+2),58.0,9  9  7  7,札幌,QUARANTINED_HTML:track_condition,1700,2,pw01dud102022105823/69,サムシャイン,1,横山 和生,36.0,１ 3/4,04,01,2,3歳以上,3勝クラス,2026-08-02,pw01sde1001202601041020260802,ポプラステークス,10,（混合）（特指）,,14時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,ダート,1:44.9,,鈴木 慎太郎,晴,定量,,
516(0),58.0,5  4  3  5,札幌,QUARANTINED_HTML:track_condition,1700,3,pw01dud102021103502/D9,アイウィル,9,丹内 祐次,36.7,１ 1/4,04,01,6,3歳以上,3勝クラス,2026-08-02,pw01sde1001202601041020260802,ポプラステークス,10,（混合）（特指）,,14時50分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,ダート,1:45.1,,高木 登,晴,定量,,
484(+6),55.0,6  6  7  7,札幌,QUARANTINED_HTML:track_condition,1700,4,pw01dud102023104414/A5,シーズザスローン,5,武 豊,36.9,３ 1/2,04,01,4,3歳以上,3勝クラス,2026-08-02,pw01sde1001202601041020260802,ポプラステークス,10,（混合）（特指）,,14時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,ダート,1:45.7,,松永 幹夫,晴,定量,,
512(+4),55.0,8  8  3  5,札幌,QUARANTINED_HTML:track_condition,1700,5,pw01dud102023105351/4A,チャーリー,6,岩田 康誠,37.2,ハナ,04,01,3,3歳以上,3勝クラス,2026-08-02,pw01sde1001202601041020260802,ポプラステークス,10,（混合）（特指）,,14時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,ダート,1:45.7,,奥村 武,晴,定量,,
512(+4),56.0,2  2  2  2,札幌,QUARANTINED_HTML:track_condition,1700,6,pw01dud102020102187/59,スマートケープ,4,西塚 洸二,37.6,１ 1/4,04,01,9,3歳以上,3勝クラス,2026-08-02,pw01sde1001202601041020260802,ポプラステークス,10,（混合）（特指）,,14時50分,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601041020260802%2F1C,ダート,1:45.9,,辻野 泰之,晴,定量,,
