body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_category,race_class,race_date,race_id,race_name,race_no,race_rule,rating,scheduled_start,sex_age,source_url,surface,time,track_condition,trainer,weather,weight_rule,平均1F,枠
470(0),58.0,13  13  11  10,札幌,PASS_HTML,2600,11,pw01dud102022101495/3F,シャインフリーリー,13,黛 弘人,38.3,１ 3/4,07,01,12,3歳以上,1勝クラス,2026-08-15,pw01sde1001202601071220260815,積丹特別,12,（特指）,,16時15分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601071220260815%2F70,芝,2:43.4,良,深山 雅史,晴,定量,,
434(+4),56.0,10  10  11  13,札幌,PASS_HTML,2600,12,pw01dud102022104164/D6,サイモンイロハニー,11,小沢 大仁,38.5,１ 1/2,07,01,11,3歳以上,1勝クラス,2026-08-15,pw01sde1001202601071220260815,積丹特別,12,（特指）,,16時15分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601071220260815%2F70,芝,2:43.6,良,谷 潔,晴,定量,,
430(+4),53.0,8  8  14  13,札幌,PASS_HTML,2600,13,pw01dud102023101090/C8,ジャストビート,1,斎藤 新,38.6,１,07,01,8,3歳以上,1勝クラス,2026-08-15,pw01sde1001202601071220260815,積丹特別,12,（特指）,,16時15分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601071220260815%2F70,芝,2:43.8,良,安達 昭夫,晴,定量,,
488(0),58.0,2  2  4  10,札幌,PASS_HTML,2600,14,pw01dud102022103644/BC,ブレイジングスター,6,和田 陽希,41.4,大差,07,01,14,3歳以上,1勝クラス,2026-08-15,pw01sde1001202601071220260815,積丹特別,12,（特指）,,16時15分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601071220260815%2F70,芝,2:45.6,良,高橋 康之,晴,定量,,
430(0),53.0,3  3  6  2,札幌,PASS_HTML,1800,1,pw01dud102023106894/C7,ハヤブササキチャン,5,吉田 隼人,34.6,,08,01,1,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:46.9,良,東田 明士,晴,定量,,
486(+4),55.0,8  8  7  3,札幌,PASS_HTML,1800,2,pw01dud102023102915/2F,テンレディーゴー,11,佐々木 大輔,34.8,２ 1/2,08,01,5,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:47.3,良,菊川 正達,晴,定量,,
478(+8),53.0,1  1  1  1,札幌,PASS_HTML,1800,3,pw01dud102023102091/2A,クリスレジーナ,10,横山 武史,35.7,１ 1/4,08,01,3,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:47.5,良,高野 友和,晴,定量,,
444(+2),53.0,2  2  3  3,札幌,PASS_HTML,1800,4,pw01dud102023104678/33,コウギョク,13,横山 和生,35.9,２ 1/2,08,01,4,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:47.9,良,昆 貢,晴,定量,,
474(+4),55.0,10  13  14  12,札幌,PASS_HTML,1800,5,pw01dud102020100621/5E,マイバラード,3,▲遠藤 汰月,34.5,アタマ,08,01,13,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:47.9,良,松永 康利,晴,定量,,
432(-1),57.0,12  12  11  6,札幌,PASS_HTML,1800,6,pw01dud102022100860/A5,クラシカルカイザー,9,☆舟山 瑠泉,34.9,クビ,08,01,11,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:48.0,良,稲垣 幸雄,晴,定量,,
498(-2),53.0,6  6  7  5,札幌,PASS_HTML,1800,7,pw01dud102023106835/DA,レダアトミカ,7,北村 友一,35.6,１／２,08,01,7,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:48.1,良,上原 佑紀,晴,定量,,
496(+4),55.0,5  3  3  9,札幌,PASS_HTML,1800,8,pw01dud102023105005/33,ブランドブラン,6,西村 淳也,36.2,１ 1/4,08,01,2,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:48.3,良,杉山 晴紀,晴,定量,,
488(+2),55.0,3  3  5  6,札幌,PASS_HTML,1800,9,pw01dud102023103630/6C,ライフイズカラフル,2,斎藤 新,36.1,クビ,08,01,6,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:48.3,良,河嶋 宏樹,晴,定量,,
492(+8),53.0,9  9  7  9,札幌,PASS_HTML,1800,10,pw01dud102023106226/17,ナムラヒナギク,14,小沢 大仁,36.1,１ 3/4,08,01,9,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:48.6,良,大橋 勇樹,晴,定量,,
444(+4),58.0,12  14  11  12,札幌,PASS_HTML,1800,11,pw01dud102022106846/D1,ゴールドジェスター,1,黛 弘人,35.8,１,08,01,12,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:48.8,良,中川 公成,晴,定量,,
446(-6),58.0,10  10  11  12,札幌,PASS_HTML,1800,12,pw01dud102022104840/41,カーフキック,12,大野 拓弥,36.2,２ 1/2,08,01,10,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:49.2,良,高橋 文雅,晴,定量,,
518(+2),58.0,6  6  7  9,札幌,PASS_HTML,1800,13,pw01dud102021107279/97,トクシージェネラル,4,横山 琉人,37.2,２ 1/2,08,01,14,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:49.6,良,小島 茂之,晴,定量,,
526(-8),55.0,12  10  2  6,札幌,PASS_HTML,1800,14,pw01dud102023106921/2F,ブルースカイブルー,8,池添 謙一,38.2,３,08,01,8,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080320260816,3歳以上1勝クラス,03,（混合）［指定］,,11時00分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080320260816%2F03,芝,1:50.1,良,平田 修,晴,定量,,
506(初出走),55.0,1  1  1  1,札幌,PASS_HTML,1800,1,pw01dud102024104953/F3,シティオブドリーム,12,横山 典弘,35.8,,08,01,3,2歳,新馬,2026-08-16,pw01sde1001202601080520260816,メイクデビュー札幌,05,[指定],,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080520260816%2F6D,芝,1:51.7,良,昆 貢,晴,馬齢,,
496(初出走),55.0,4  3  2  2,札幌,PASS_HTML,1800,2,pw01dud102024100699/96,レジームチェンジ,11,横山 武史,35.9,１ 1/2,08,01,1,2歳,新馬,2026-08-16,pw01sde1001202601080520260816,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080520260816%2F6D,芝,1:52.0,良,鹿戸 雄一,晴,馬齢,,
520(初出走),55.0,5  4  2  2,札幌,PASS_HTML,1800,3,pw01dud102024103393/1E,ハヤブサカツオー,9,吉田 隼人,35.8,ハナ,08,01,6,2歳,新馬,2026-08-16,pw01sde1001202601080520260816,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080520260816%2F6D,芝,1:52.0,良,岡田 稲男,晴,馬齢,,
442(初出走),55.0,7  8  5  6,札幌,PASS_HTML,1800,4,pw01dud102024103694/24,レッドディーヴァ,10,小沢 大仁,36.2,３ 1/2,08,01,7,2歳,新馬,2026-08-16,pw01sde1001202601080520260816,メイクデビュー札幌,05,[指定],,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080520260816%2F6D,芝,1:52.6,良,小椋 研介,晴,馬齢,,
470(初出走),52.0,11  11  12  12,札幌,PASS_HTML,1800,5,pw01dud102024105151/74,マサノブルスカイ,2,▲和田 陽希,35.2,１ 1/4,08,01,11,2歳,新馬,2026-08-16,pw01sde1001202601080520260816,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080520260816%2F6D,芝,1:52.8,良,藤野 健太,晴,馬齢,,
436(初出走),54.0,7  6  5  5,札幌,PASS_HTML,1800,6,pw01dud102024104262/39,ネージュエトワール,6,☆長浜 鴻緒,36.6,２,08,01,8,2歳,新馬,2026-08-16,pw01sde1001202601080520260816,メイクデビュー札幌,05,[指定],,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080520260816%2F6D,芝,1:53.1,良,新開 幸一,晴,馬齢,,
474(初出走),55.0,10  10  7  2,札幌,PASS_HTML,1800,7,pw01dud102024106048/47,レッドマスキュラー,8,横山 和生,36.6,１／２,08,01,2,2歳,新馬,2026-08-16,pw01sde1001202601080520260816,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080520260816%2F6D,芝,1:53.2,良,黒岩 陽一,晴,馬齢,,
438(初出走),55.0,12  11  10  8,札幌,PASS_HTML,1800,8,pw01dud102024104580/06,リアンディール,5,佐々木 大輔,36.6,１ 3/4,08,01,5,2歳,新馬,2026-08-16,pw01sde1001202601080520260816,メイクデビュー札幌,05,[指定],,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080520260816%2F6D,芝,1:53.5,良,秋本 大介,晴,馬齢,,
442(初出走),52.0,3  4  8  9,札幌,PASS_HTML,1800,9,pw01dud102024101323/D0,シャイニーヒーロー,7,▲大久保 友雅,36.9,１／２,08,01,12,2歳,新馬,2026-08-16,pw01sde1001202601080520260816,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080520260816%2F6D,芝,1:53.6,良,畠山 吉宏,晴,馬齢,,
450(初出走),55.0,9  9  8  9,札幌,PASS_HTML,1800,10,pw01dud102024106018/17,アイアムツヨスギル,3,池添 謙一,37.1,１ 1/2,08,01,4,2歳,新馬,2026-08-16,pw01sde1001202601080520260816,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080520260816%2F6D,芝,1:53.8,良,奥平 雅士,晴,馬齢,,
470(初出走),55.0,5  7  10  11,札幌,PASS_HTML,1800,11,pw01dud102024101091/C7,グリームウッド,4,横山 琉人,37.0,クビ,08,01,10,2歳,新馬,2026-08-16,pw01sde1001202601080520260816,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080520260816%2F6D,芝,1:53.9,良,手塚 貴徳,晴,馬齢,,
500(初出走),54.0,2  2  2  6,札幌,PASS_HTML,1800,12,pw01dud102024105446/36,ミライショウグン,1,☆舟山 瑠泉,38.9,７,08,01,9,2歳,新馬,2026-08-16,pw01sde1001202601080520260816,メイクデビュー札幌,05,[指定],,12時20分,牡2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080520260816%2F6D,芝,1:55.0,良,前川 恭子,晴,馬齢,,
502(+4),57.0,8  8  4  3,札幌,QUARANTINED_HTML:track_condition,1700,1,pw01dud102023105675/C9,アルジェンタム,8,横山 和生,36.9,,08,01,1,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,せん3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:46.3,,野中 賢二,晴,馬齢,,
464(+8),55.0,4  4  2  1,札幌,QUARANTINED_HTML:track_condition,1700,2,pw01dud102023104374/D4,ブライトエンジェル,13,川又 賢治,37.2,３／４,08,01,6,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:46.4,,角田 晃一,晴,馬齢,,
498(+2),55.0,3  3  1  2,札幌,QUARANTINED_HTML:track_condition,1700,3,pw01dud102023100609/7A,ペガサスウィンド,12,坂井 瑠星,37.9,３ 1/2,08,01,2,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:47.0,,宮地 貴稔,晴,馬齢,,
462(-2),57.0,4  4  4  5,札幌,QUARANTINED_HTML:track_condition,1700,4,pw01dud102023106570/48,メイショウタイザン,4,小沢 大仁,37.6,クビ,08,01,3,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:47.0,,高橋 義忠,晴,馬齢,,
408(-4),55.0,4  4  8  6,札幌,QUARANTINED_HTML:track_condition,1700,5,pw01dud102023103475/89,ディープマウンテン,6,吉田 隼人,38.1,５,08,01,12,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:47.8,,深山 雅史,晴,馬齢,,
456(-2),53.0,14  14  14  13,札幌,QUARANTINED_HTML:track_condition,1700,6,pw01dud102023103776/8F,フォーティンブラス,10,★河原田 菜々,37.2,クビ,08,01,7,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:47.9,,池江 泰寿,晴,馬齢,,
442(0),55.0,2  2  2  3,札幌,QUARANTINED_HTML:track_condition,1700,7,pw01dud102023102396/FC,ホウオウロレンシア,11,北村 友一,39.3,３,08,01,4,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:48.4,,高木 登,晴,馬齢,,
434(+4),55.0,1  1  7  8,札幌,QUARANTINED_HTML:track_condition,1700,8,pw01dud102023105791/4E,メカニックバレエ,9,小野 楓馬,38.9,３／４,08,01,11,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:48.5,,中村 直也,晴,馬齢,,
488(+2),54.0,8  8  9  10,札幌,QUARANTINED_HTML:track_condition,1700,9,pw01dud102023107156/05,トランスマリーン,2,▲和田 陽希,38.7,１,08,01,9,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:48.7,,平田 修,晴,馬齢,,
484(0),57.0,8  8  10  11,札幌,QUARANTINED_HTML:track_condition,1700,10,pw01dud102023100784/EC,エースオブゴールド,7,佐々木 大輔,39.8,７,08,01,10,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:49.9,,堀内 岳志,晴,馬齢,,
452(0),55.0,11  11  10  8,札幌,QUARANTINED_HTML:track_condition,1700,11,pw01dud102023106115/63,アロハ,1,西村 淳也,39.8,アタマ,08,01,5,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:49.9,,橋田 宜長,晴,馬齢,,
446(-2),55.0,12  11  13  11,札幌,QUARANTINED_HTML:track_condition,1700,12,pw01dud102023101796/D1,テリオスリコ,5,古川 吉洋,39.6,１／２,08,01,14,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:50.0,,松下 武士,晴,馬齢,,
470(0),54.0,13  11  4  7,札幌,QUARANTINED_HTML:track_condition,1700,13,pw01dud102023101759/EA,ワンダージェム,3,☆長浜 鴻緒,40.8,１／２,08,01,13,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:50.1,,石坂 公一,晴,馬齢,,
470(+4),57.0,7  7  10  14,札幌,QUARANTINED_HTML:track_condition,1700,14,pw01dud102023103290/08,パーシヴァル,14,横山 琉人,40.4,３,08,01,8,3歳,未勝利,2026-08-16,pw01sde1001202601080420260816,3歳未勝利,04,[指定],,11時30分,せん3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080420260816%2FB8,ダート,1:50.6,,相沢 郁,晴,馬齢,,
470(-2),57.0,3  3  3  3,札幌,PASS_HTML,2000,1,pw01dud102023107359/C0,ウイルソン,14,北村 友一,35.6,,08,01,1,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:00.4,良,杉山 晴紀,晴,馬齢,,
462(-8),55.0,5  5  4  3,札幌,PASS_HTML,2000,2,pw01dud102023101812/B6,デイズインザサン,5,佐々木 大輔,35.6,１／２,08,01,7,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:00.5,良,小野 次郎,晴,馬齢,,
442(+2),54.0,13  14  13  8,札幌,PASS_HTML,2000,3,pw01dud102023100608/07,メイショウライガ,9,▲和田 陽希,35.1,３,08,01,9,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:01.0,良,藤原 英昭,晴,馬齢,,
398(+2),51.0,7  6  7  5,札幌,PASS_HTML,2000,4,pw01dud102023106148/EC,ヒメヒオウギ,12,★河原田 菜々,35.8,１／２,08,01,6,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:01.1,良,中竹 和也,晴,馬齢,,
472(-4),57.0,15  14  7  5,札幌,PASS_HTML,2000,5,pw01dud102023103483/B3,クールフィデル,2,横山 和生,35.9,１／２,08,01,5,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:01.2,良,和田 勇介,晴,馬齢,,
458(+4),57.0,1  1  1  1,札幌,PASS_HTML,2000,6,pw01dud102023105449/03,ミナヅキ,16,西村 淳也,36.6,ハナ,08,01,3,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:01.2,良,清水 英克,晴,馬齢,,
432(+6),57.0,16  16  15  11,札幌,PASS_HTML,2000,7,pw01dud102023102128/10,マコトアディントン,7,横山 武史,35.3,１ 3/4,08,01,2,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:01.5,良,前川 恭子,晴,馬齢,,
434(+14),55.0,6  6  6  8,札幌,PASS_HTML,2000,8,pw01dud102023105282/BC,キトゥンズラスター,3,小沢 大仁,36.6,２,08,01,14,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:01.8,良,橋口 慎介,晴,馬齢,,
454(0),57.0,13  11  9  10,札幌,PASS_HTML,2000,9,pw01dud102023102802/95,ヤクジョ,13,坂井 瑠星,36.4,１／２,08,01,8,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:01.9,良,松永 康利,晴,馬齢,,
456(0),57.0,10  9  11  12,札幌,PASS_HTML,2000,10,pw01dud102023103369/14,アームアンフルール,8,岩田 康誠,36.3,１,08,01,13,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:02.1,良,本間 忍,晴,馬齢,,
450(0),54.0,2  2  2  2,札幌,PASS_HTML,2000,11,pw01dud102023103607/61,ロッサコメータ,6,☆舟山 瑠泉,37.7,２,08,01,4,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:02.4,良,吉岡 辰弥,晴,馬齢,,
474(+12),54.0,11  11  11  12,札幌,PASS_HTML,2000,12,pw01dud102023100645/EE,トーレス,4,▲大久保 友雅,37.1,３,08,01,15,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:02.9,良,秋山 真一郎,晴,馬齢,,
458(+10),55.0,4  4  4  5,札幌,PASS_HTML,2000,13,pw01dud102023107525/26,ホウオウワイズ,11,斎藤 新,38.3,１ 1/2,08,01,11,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:03.2,良,吉岡 辰弥,晴,馬齢,,
448(-6),57.0,11  11  15  15,札幌,PASS_HTML,2000,14,pw01dud102023106447/0C,コスモマウイ,10,横山 琉人,37.1,１ 1/4,08,01,16,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:03.4,良,深山 雅史,晴,馬齢,,
448(+2),57.0,9  9  13  15,札幌,PASS_HTML,2000,15,pw01dud102023102765/1D,ルクスユアン,1,吉田 隼人,37.7,２,08,01,10,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:03.7,良,清水 久詞,晴,馬齢,,
442(+10),55.0,8  8  9  14,札幌,PASS_HTML,2000,16,pw01dud102023104789/E7,スチョウプリンセス,15,大野 拓弥,39.1,５,08,01,12,3歳,未勝利,2026-08-16,pw01sde1001202601080720260816,3歳未勝利,07,（混合）［指定］,,13時25分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080720260816%2FD7,芝,2:04.6,良,的場 均,晴,馬齢,,
456(+8),54.0,7  6,札幌,QUARANTINED_HTML:track_condition,1000,1,pw01dud102023105815/CB,エスカレイト,11,西村 淳也,35.1,,08,01,4,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080620260816,3歳以上1勝クラス,06,[指定],,12時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080620260816%2F22,ダート,0:59.3,,小栗 実,晴,定量,,
462(0),56.0,4  4,札幌,QUARANTINED_HTML:track_condition,1000,2,pw01dud102023103557/80,ラテラルパーム,4,岩田 康誠,35.5,３／４,08,01,3,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080620260816,3歳以上1勝クラス,06,[指定],,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080620260816%2F22,ダート,0:59.4,,栗田 徹,晴,定量,,
484(-2),58.0,5  5,札幌,QUARANTINED_HTML:track_condition,1000,3,pw01dud102018103293/B2,ヨドノゴールド,10,川田 将雅,35.3,ハナ,08,01,2,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080620260816,3歳以上1勝クラス,06,[指定],,12時50分,牡8,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080620260816%2F22,ダート,0:59.4,,橋田 宜長,晴,定量,,
470(0),50.0,2  1,札幌,QUARANTINED_HTML:track_condition,1000,4,pw01dud102023103699/D7,パドゼフィール,9,★河原田 菜々,36.2,２ 1/2,08,01,6,3歳以上,1勝クラス,2026-08-16,pw01sde1001202601080620260816,3歳以上1勝クラス,06,[指定],,12時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601080620260816%2F22,ダート,0:59.8,,新谷 功一,晴,定量,,
