body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_date,race_id,race_name,race_no,rating,sex_age,source_url,surface,time,trainer,平均1F,枠
484(+2),57.0,5  5  15  15,中山,PASS_HTML,800,15,pw01dud102022105592/D3,ブレイクバウンズ,3,伊藤 工真,41.9,１ 1/2,01,01,12,2025-01-05,pw01sde1006202501010220250105,レース結果　JRA,02,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010220250105%2F20,ダート,2:01.1,林 徹,,
460(0),57.0,16  16  16  16,中山,PASS_HTML,800,16,pw01dud102022104406/EF,ジュンアベリアシノ,10,黛 弘人,46.4,大差,01,01,15,2025-01-05,pw01sde1006202501010220250105,レース結果　JRA,02,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010220250105%2F20,ダート,2:09.4,伊坂 重信,,
506(+8),57.0,3  3  3  3,中山,PASS_HTML,400,1,pw01dud102021100162/A8,ロードブレイズ,1,横山 和生,39.1,,01,01,2,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:36.0,稲垣 幸雄,,
484(0),57.0,1  1  1  1,中山,PASS_HTML,400,2,pw01dud102021106797/D7,コスモジンバック,8,石橋 脩,39.3,クビ,01,01,6,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:36.0,相沢 郁,,
540(+6),56.0,6  5  5  4,中山,PASS_HTML,400,3,pw01dud102019105314/40,トゥザヒロイン,7,大野 拓弥,39.5,５,01,01,10,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:36.8,辻 哲英,,
544(+20),55.0,2  2  2  2,中山,PASS_HTML,400,4,pw01dud102021104574/1E,ジーティーアグリム,6,藤岡 佑介,40.1,１／２,01,01,15,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:36.9,奥平 雅士,,
500(0),57.0,10  10  8  7,中山,PASS_HTML,400,5,pw01dud102021103017/33,オウケンシルヴァー,10,原田 和真,39.3,アタマ,01,01,8,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:36.9,松永 康利,,
516(+20),58.0,12  12  9  9,中山,PASS_HTML,400,6,pw01dud102020104479/A0,トゥルース,3,菊沢 一樹,39.1,ハナ,01,01,13,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:36.9,金成 貴史,,
516(+4),57.0,6  7  7  5,中山,PASS_HTML,400,7,pw01dud102021101356/B5,マコタイガ,9,吉田 豊,39.5,クビ,01,01,3,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:37.0,小野 次郎,,
504(+4),57.0,12  12  9  10,中山,PASS_HTML,400,8,pw01dud102021106180/7C,シーリュウシー,5,横山 武史,39.5,２,01,01,1,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:37.3,岡田 稲男,,
478(-6),58.0,4  4  3  5,中山,PASS_HTML,400,9,pw01dud102020103453/DF,ダノンペドロ,4,T.マーカンド,40.5,１ 1/4,01,01,5,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,せん5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:37.5,寺島 良,,
494(-2),57.0,14  14  14  13,中山,PASS_HTML,400,10,pw01dud102021102969/33,パッカパッカブー,13,松岡 正海,39.6,２ 1/2,01,01,9,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:37.9,堀内 岳志,,
480(-2),57.0,5  5  5  7,中山,PASS_HTML,400,11,pw01dud102021100761/5B,アスプリージャ,14,丹内 祐次,40.8,１／２,01,01,7,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:38.0,中舘 英二,,
474(+20),57.0,6  7  9  10,中山,PASS_HTML,400,12,pw01dud102021104961/79,サトノレイズ,16,戸崎 圭太,40.5,２,01,01,4,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:38.3,萩原 清,,
502(0),58.0,10  10  9  12,中山,PASS_HTML,400,13,pw01dud102020103118/4B,ブレイヴアロウ,2,佐々木 大輔,40.6,１ 1/4,01,01,11,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:38.5,辻 哲英,,
498(+10),56.0,15  15  14  14,中山,PASS_HTML,400,14,pw01dud102018101497/02,デリシュレーヌ,15,H.ドイル,40.5,１ 1/2,01,01,12,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牝7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:38.8,高橋 文雅,,
490(+12),57.0,16  16  16  16,中山,PASS_HTML,400,15,pw01dud102021101927/1E,トゥラムプラッツ,11,木幡 育也,40.4,５,01,01,16,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:39.6,高橋 文雅,,
534(+6),54.0,6  7  9  15,中山,PASS_HTML,400,16,pw01dud102020100307/5D,オブシディアン,12,★小林 美駒,43.0,７,01,01,14,2025-01-05,pw01sde1006202501010420250105,レース結果　JRA,04,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010420250105%2F8A,ダート,2:40.8,武藤 善則,,
450(初出走),57.0,11  11  11,中山,PASS_HTML,600,1,pw01dud102022107186/A9,フィールドノート,6,T.マーカンド,34.0,,01,01,3,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:34.3,木村 哲也,,
446(+4),57.0,8  10  6,中山,PASS_HTML,600,2,pw01dud102022104560/CE,ルトンワージ,11,斎藤 新,34.3,１／２,01,01,2,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:34.4,斎藤 誠,,
448(-4),55.0,3  3  2,中山,PASS_HTML,600,3,pw01dud102022102400/5F,エンゲルシュピール,5,横山 和生,35.1,１ 1/4,01,01,6,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:34.6,田村 康仁,,
454(-2),57.0,2  2  2,中山,PASS_HTML,600,4,pw01dud102022101730/33,ガジュノリホワイト,3,丹内 祐次,35.3,クビ,01,01,5,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:34.6,尾形 和幸,,
472(+6),57.0,5  7  6,中山,PASS_HTML,600,5,pw01dud102022106829/0A,マイネルレクエルド,7,津村 明秀,35.3,３,01,01,8,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:35.1,田島 俊明,,
496(+24),57.0,3  3  2,中山,PASS_HTML,600,6,pw01dud102022103639/EB,カーヌスティ,16,佐々木 大輔,35.7,３／４,01,01,4,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:35.3,蛯名 正義,,
472(+2),57.0,9  9  9,中山,PASS_HTML,600,7,pw01dud102022106423/94,エメラルドラグーン,10,岩部 純二,35.4,３／４,01,01,16,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:35.4,伊藤 伸一,,
432(+4),55.0,5  6  6,中山,PASS_HTML,600,8,pw01dud102022100677/78,ニシノコイネガイ,4,菊沢 一樹,35.7,ハナ,01,01,11,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:35.4,伊坂 重信,,
428(+6),55.0,5  3  5,中山,PASS_HTML,600,9,pw01dud102022100400/81,ニシノコイブミ,1,菅原 明良,35.9,ハナ,01,01,1,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:35.4,西田 雄一郎,,
490(+6),57.0,9  12  12,中山,PASS_HTML,600,10,pw01dud102022101064/D8,シベリアンデネブ,12,松岡 正海,35.1,３／４,01,01,9,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:35.5,水野 貴広,,
446(-2),55.0,13  13  12,中山,PASS_HTML,600,11,pw01dud102022106676/9F,キャピタルプレイン,8,横山 武史,35.1,１ 1/2,01,01,7,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:35.7,千葉 直人,,
460(+8),52.0,13  13  14,中山,PASS_HTML,600,12,pw01dud102022100256/21,フレンドシルバー,15,▲佐藤 翔馬,35.3,１ 1/4,01,01,14,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:35.9,南田 美知雄,,
466(-4),57.0,15  15  14,中山,PASS_HTML,600,13,pw01dud102022102679/3C,メロンパンマニア,13,柴田 大知,35.4,１ 1/4,01,01,12,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:36.1,和田 雄二,,
400(+4),55.0,1  1  1,中山,PASS_HTML,600,14,pw01dud102022102857/98,ゼンブママノセイ,14,木幡 初也,37.3,２,01,01,10,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:36.4,深山 雅史,,
386(-4),52.0,11  7  9,中山,PASS_HTML,600,15,pw01dud102022103411/D1,エンジェライト,2,▲石神 深道,36.7,１／２,01,01,15,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:36.5,加藤 和宏,,
410(初出走),55.0,15  16  16,中山,PASS_HTML,600,16,pw01dud102022107067/CB,タギマサダス,9,△小林 脩斗,36.5,５,01,01,13,2025-01-05,pw01sde1006202501010520250105,レース結果　JRA,05,,せん3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010520250105%2F3F,芝,1:37.4,青木 孝文,,
474(初出走),55.0,6  6  6  4,中山,PASS_HTML,000,1,pw01dud102022105118/41,ノクターン,4,横山 武史,35.2,,01,01,1,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:01.9,木村 哲也,,
478(初出走),55.0,8  8  6  3,中山,PASS_HTML,000,2,pw01dud102022102918/FC,ラッキーロジータ,8,H.ドイル,35.7,２,01,01,3,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:02.3,相沢 郁,,
466(初出走),55.0,3  3  3  2,中山,PASS_HTML,000,3,pw01dud102022105668/86,トーセンリバーブ,15,菊沢 一樹,36.2,３／４,01,01,16,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:02.4,菊沢 隆徳,,
468(初出走),57.0,11  11  8  7,中山,PASS_HTML,000,4,pw01dud102022105822/F6,ヴォイスオブゼウス,10,吉田 豊,35.5,アタマ,01,01,11,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:02.4,矢作 芳人,,
428(初出走),55.0,8  8  8  8,中山,PASS_HTML,000,5,pw01dud102022101455/FF,ピュルテ,11,嶋田 純次,35.7,１ 1/2,01,01,14,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:02.7,手塚 貴久,,
512(初出走),57.0,8  8  12  11,中山,PASS_HTML,000,6,pw01dud102022106120/A8,ミクニインスパイア,12,佐々木 大輔,35.6,クビ,01,01,5,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:02.7,林 徹,,
462(初出走),57.0,2  2  2  1,中山,PASS_HTML,000,7,pw01dud102022107362/1F,ミスターボビー,13,荻野 極,37.3,４,01,01,8,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:03.3,栗田 徹,,
476(初出走),55.0,3  3  4  4,中山,PASS_HTML,000,8,pw01dud102022103441/01,レイーナアスール,1,武藤 雅,37.1,１／２,01,01,13,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:03.4,武藤 善則,,
446(初出走),57.0,12  12  8  8,中山,PASS_HTML,000,9,pw01dud102022102221/90,ニシノイッキサス,14,池添 謙一,37.0,３ 1/2,01,01,12,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:04.0,村田 一誠,,
452(初出走),57.0,6  7  8  11,中山,PASS_HTML,000,10,pw01dud102022103510/8F,キングズトゥルー,7,菅原 明良,37.5,３,01,01,6,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:04.5,大竹 正博,,
518(初出走),57.0,15  15  12  13,中山,PASS_HTML,000,11,pw01dud102022105085/27,カレラエンブレマ,9,T.マーカンド,37.3,クビ,01,01,2,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:04.5,田村 康仁,,
520(初出走),55.0,12  12  12  8,中山,PASS_HTML,000,12,pw01dud102022103314/F9,ダブルドラゴン,17,△小林 脩斗,37.6,１ 1/2,01,01,17,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:04.8,伊藤 大士,,
490(初出走),54.0,17  17  16  15,中山,PASS_HTML,000,13,pw01dud102022106403/74,エリジブル,6,▲長浜 鴻緒,36.7,１／２,01,01,7,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:04.9,上原 博之,,
474(初出走),52.0,15  14  15  13,中山,PASS_HTML,000,14,pw01dud102022103847/77,ポートタウランガ,18,▲石田 拓郎,37.7,１,01,01,18,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:05.0,嘉藤 貴行,,
452(初出走),57.0,18  18  17  17,中山,PASS_HTML,000,15,pw01dud102022106331/8D,ボスポラス,5,石橋 脩,36.3,１ 1/4,01,01,15,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:05.2,和田 正一郎,,
458(初出走),57.0,14  15  17  17,中山,PASS_HTML,000,16,pw01dud102022105408/C4,パブリックスフィア,16,北村 宏司,36.3,クビ,01,01,10,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:05.3,奥村 武,,
486(初出走),57.0,1  1  1  4,中山,PASS_HTML,000,17,pw01dud102022101726/D5,オーロプロサングエ,2,杉原 誠人,40.5,７,01,01,9,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,2:06.5,伊藤 大士,,
522(初出走),57.0,3  3  5  16,中山,PASS_HTML,000,中止,pw01dud102022105713/28,アミドゥクール,3,横山 和生,,,01,01,4,2025-01-05,pw01sde1006202501010620250105,レース結果　JRA,06,,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010620250105%2FF4,芝,,尾関 知人,,
432(0),53.0,3  3  3  3,中山,PASS_HTML,800,1,pw01dud102019100620/6C,アンブロジアーナ,16,▲長浜 鴻緒,38.5,,01,01,9,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:55.0,上原 博之,,
474(+6),55.0,2  2  2  1,中山,PASS_HTML,800,2,pw01dud102021100886/EB,ビップレーヌ,5,横山 武史,38.7,アタマ,01,01,4,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:55.0,高柳 瑞樹,,
414(-6),52.0,4  4  4  5,中山,PASS_HTML,800,3,pw01dud102021101219/9D,マフィン,8,▲石神 深道,38.4,１／２,01,01,13,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:55.1,大和田 成,,
434(-6),55.0,4  4  4  3,中山,PASS_HTML,800,4,pw01dud102021107166/FD,イラーナ,3,津村 明秀,38.6,１／２,01,01,3,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:55.2,林 徹,,
462(-4),56.0,4  4  4  5,中山,PASS_HTML,800,5,pw01dud102020103676/BA,ミラクルキャッツ,12,佐々木 大輔,38.7,１,01,01,1,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:55.4,堀 宣行,,
452(+14),56.0,7  7  7  7,中山,PASS_HTML,800,6,pw01dud102019105457/0A,ラジエル,10,杉原 誠人,38.6,３／４,01,01,10,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:55.5,嘉藤 貴行,,
492(+10),56.0,9  9  7  9,中山,PASS_HTML,800,7,pw01dud102020100652/01,ヒラリーステップ,11,丹内 祐次,38.7,クビ,01,01,6,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:55.6,天間 昭一,,
436(+2),55.0,14  14  12  14,中山,PASS_HTML,800,8,pw01dud102021105123/86,グランコネクシオン,14,木幡 巧也,38.1,１／２,01,01,8,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:55.7,畠山 吉宏,,
502(+6),56.0,7  7  7  7,中山,PASS_HTML,800,9,pw01dud102020101709/F6,アステロイドメア,6,T.マーカンド,38.8,ハナ,01,01,2,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:55.7,武市 康男,,
504(+12),56.0,16  16  16  15,中山,PASS_HTML,800,10,pw01dud102020104778/C0,チャイボーグ,15,石川 裕紀人,37.9,１ 1/4,01,01,16,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:55.9,的場 均,,
460(-4),56.0,11  13  12  11,中山,PASS_HTML,800,11,pw01dud102020103375/B4,オランジー,9,内田 博幸,38.3,クビ,01,01,15,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:55.9,青木 孝文,,
466(-8),56.0,15  15  15  15,中山,PASS_HTML,800,12,pw01dud102020101077/29,ヤエベニシダレ,13,丸山 元気,38.3,３／４,01,01,12,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:56.1,梅田 智之,,
456(+2),55.0,1  1  1  2,中山,PASS_HTML,800,13,pw01dud102021105386/A1,レシェルドランジュ,2,北村 宏司,40.2,２ 1/2,01,01,11,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:56.5,伊藤 大士,,
480(+18),56.0,11  11  10  11,中山,PASS_HTML,800,14,pw01dud102020103225/33,アルヴィエンヌ,7,戸崎 圭太,39.5,１ 1/2,01,01,5,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:56.8,林 徹,,
490(+6),55.0,9  9  10  10,中山,PASS_HTML,800,15,pw01dud102021104899/10,ドリームクルーズ,1,松岡 正海,39.9,２,01,01,7,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:57.1,戸田 博文,,
462(-6),56.0,11  11  12  11,中山,PASS_HTML,800,16,pw01dud102020101550/D9,ファイブセンス,4,吉田 豊,40.5,５,01,01,14,2025-01-05,pw01sde1006202501010720250105,レース結果　JRA,07,,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010720250105%2FA9,ダート,1:58.0,高橋 文雅,,
490(0),53.0,1  1,中山,PASS_HTML,200,1,pw01dud102021101576/37,レオテミス,11,▲石田 拓郎,34.0,,01,01,2,2025-01-05,pw01sde1006202501010820250105,レース結果　JRA,08,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010820250105%2F5E,芝,1:07.1,高柳 大輔,,
458(0),52.0,2  2,中山,PASS_HTML,200,2,pw01dud102019102747/C0,マキアージュ,12,★小林 美駒,34.2,２ 1/2,01,01,6,2025-01-05,pw01sde1006202501010820250105,レース結果　JRA,08,,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010820250105%2F5E,芝,1:07.5,菊川 正達,,
474(0),58.0,4  3,中山,PASS_HTML,200,3,pw01dud102021101654/62,トーラスシャイン,16,藤岡 佑介,34.4,２,01,01,3,2025-01-05,pw01sde1006202501010820250105,レース結果　JRA,08,,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010820250105%2F5E,芝,1:07.9,田中 克典,,
472(-2),56.0,4  3,中山,PASS_HTML,200,4,pw01dud102021103005/3D,ヒラボクミニー,6,横山 武史,34.5,１／２,01,01,4,2025-01-05,pw01sde1006202501010820250105,レース結果　JRA,08,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010820250105%2F5E,芝,1:08.0,村田 一誠,,
454(+6),58.0,10  8,中山,PASS_HTML,200,5,pw01dud102020100656/CD,ダークンストーミー,4,江田 照男,33.9,クビ,01,01,16,2025-01-05,pw01sde1006202501010820250105,レース結果　JRA,08,,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010820250105%2F5E,芝,1:08.0,小笠 倫弘,,
460(+8),57.0,12  12,中山,PASS_HTML,200,6,pw01dud102019103193/0D,トリップトゥムーン,9,☆横山 琉人,33.9,１,01,01,15,2025-01-05,pw01sde1006202501010820250105,レース結果　JRA,08,,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010820250105%2F5E,芝,1:08.2,粕谷 昌央,,
440(+4),56.0,6  8,中山,PASS_HTML,200,7,pw01dud102021105888/7C,スティールブルー,3,T.マーカンド,34.4,アタマ,01,01,1,2025-01-05,pw01sde1006202501010820250105,レース結果　JRA,08,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010820250105%2F5E,芝,1:08.2,宗像 義忠,,
552(-4),56.0,9  10,中山,PASS_HTML,200,8,pw01dud102021102914/A4,モズトキキ,8,菅原 明良,34.2,クビ,01,01,5,2025-01-05,pw01sde1006202501010820250105,レース結果　JRA,08,,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010820250105%2F5E,芝,1:08.2,村山 明,,
426(+4),58.0,14  12,中山,PASS_HTML,200,9,pw01dud102018103485/EA,ジャガード,14,吉田 豊,33.9,１ 1/4,01,01,13,2025-01-05,pw01sde1006202501010820250105,レース結果　JRA,08,,牡7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1006202501010820250105%2F5E,芝,1:08.4,和田 雄二,,
