body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_category,race_class,race_date,race_id,race_name,race_no,race_rule,scheduled_start,sex_age,source_url,surface,time,track_condition,trainer,weather,weight_rule,平均1F,枠
524(-2),58.0,6  8  10  9,新潟,QUARANTINED_HTML:track_condition,1800,10,pw01dud102022100162/34,ゴットランド,9,岩田 康誠,39.4,１ 1/2,03,03,13,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030620260829,新発田城特別,06,（混合）［指定］,14時35分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030620260829%2FB4,ダート,1:55.5,,斎藤 誠,小雨,定量,,
470(-4),58.0,15  15  15  15,新潟,QUARANTINED_HTML:track_condition,1800,11,pw01dud102022105362/41,マルカベント,13,小林 脩斗,38.6,１／２,03,03,14,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030620260829,新発田城特別,06,（混合）［指定］,14時35分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030620260829%2FB4,ダート,1:55.6,,浅利 英明,小雨,定量,,
438(-2),58.0,13  13  12  12,新潟,QUARANTINED_HTML:track_condition,1800,12,pw01dud102022106785/6D,コスモシェルベット,2,武藤 雅,39.1,クビ,03,03,11,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030620260829,新発田城特別,06,（混合）［指定］,14時35分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030620260829%2FB4,ダート,1:55.7,,水野 貴広,小雨,定量,,
462(+4),55.0,6  5  4  6,新潟,QUARANTINED_HTML:track_condition,1800,13,pw01dud102023103519/26,サウジバラード,12,丸山 元気,40.4,１ 3/4,03,03,10,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030620260829,新発田城特別,06,（混合）［指定］,14時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030620260829%2FB4,ダート,1:56.0,,加藤 征弘,小雨,定量,,
498(+5),58.0,5  5  8  9,新潟,QUARANTINED_HTML:track_condition,1800,14,pw01dud102022100816/07,ジンガー,14,柴田 大知,40.9,５,03,03,15,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030620260829,新発田城特別,06,（混合）［指定］,14時35分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030620260829%2FB4,ダート,1:56.8,,粕谷 昌央,小雨,定量,,
486(+2),55.0,9  10  12  13,新潟,QUARANTINED_HTML:track_condition,1800,15,pw01dud102023103016/D8,ボールドタワー,1,M.ミシェル,40.5,１ 3/4,03,03,8,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030620260829,新発田城特別,06,（混合）［指定］,14時35分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030620260829%2FB4,ダート,1:57.1,,鈴木 慎太郎,小雨,定量,,
472(0),55.0,4  4,新潟,PASS_HTML,2000,1,pw01dud102022105002/4E,ボウウィンドウ,2,C.ルメール,34.3,,03,03,1,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,1:58.6,稍重,武井 亮,曇,ハンデ,,
462(-6),55.0,1  1,新潟,PASS_HTML,2000,2,pw01dud102022106626/4F,ロールザダイス,5,M.ミシェル,34.6,１／２,03,03,8,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,1:58.7,稍重,池江 泰寿,曇,ハンデ,,
430(-6),55.0,11  11,新潟,PASS_HTML,2000,3,pw01dud102021105244/4A,スピンザブラッド,15,松山 弘平,33.8,１ 3/4,03,03,11,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,1:59.0,稍重,平岩 大典,曇,ハンデ,,
470(0),55.0,10  10,新潟,PASS_HTML,2000,4,pw01dud102022100274/5B,マイネルアズーロ,12,津村 明秀,34.4,２ 1/2,03,03,4,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,1:59.4,稍重,鹿戸 雄一,曇,ハンデ,,
472(+14),56.0,5  5,新潟,PASS_HTML,2000,5,pw01dud102022101175/8C,ピエナフェーヴル,16,田辺 裕信,35.0,１ 1/4,03,03,2,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,1:59.6,稍重,萱野 浩二,曇,ハンデ,,
456(-2),56.0,2  2,新潟,PASS_HTML,2000,6,pw01dud102022106817/14,マイネルアレス,17,菊沢 一樹,35.3,クビ,03,03,5,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,1:59.6,稍重,相沢 郁,曇,ハンデ,,
500(+2),55.0,7  7,新潟,PASS_HTML,2000,7,pw01dud102022103278/F4,ホウオウタイタン,8,丸山 元気,35.1,１ 3/4,03,03,3,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,1:59.9,稍重,須貝 尚介,曇,ハンデ,,
486(-4),54.0,5  5,新潟,PASS_HTML,2000,8,pw01dud102022100381/43,オリバナム,6,戸崎 圭太,35.4,１／２,03,03,9,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,2:00.0,稍重,斉藤 崇史,曇,ハンデ,,
444(+2),55.0,7  7,新潟,PASS_HTML,2000,9,pw01dud102021105647/67,ペッレグリーニ,10,内田 博幸,35.2,アタマ,03,03,10,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,せん5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,2:00.0,稍重,手塚 貴久,曇,ハンデ,,
480(+10),55.0,7  7,新潟,PASS_HTML,2000,10,pw01dud102021102106/F2,ツルマウカタチ,4,嶋田 純次,35.4,アタマ,03,03,6,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,2:00.0,稍重,手塚 貴久,曇,ハンデ,,
470(+4),52.0,14  13,新潟,PASS_HTML,2000,11,pw01dud102021103878/8E,ジャンビ,7,木幡 育也,34.6,クビ,03,03,14,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,2:00.1,稍重,勢司 和浩,曇,ハンデ,,
474(+6),53.0,12  11,新潟,PASS_HTML,2000,12,pw01dud102022100439/BC,ハギノコラソン,1,小崎 綾也,34.7,ハナ,03,03,13,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,2:00.1,稍重,寺島 良,曇,ハンデ,,
518(+8),52.0,16  16,新潟,PASS_HTML,2000,13,pw01dud102021100469/60,カフェアローロ,14,石神 深道,34.4,１／２,03,03,16,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,2:00.2,稍重,古賀 慎明,曇,ハンデ,,
482(-2),55.0,17  17,新潟,PASS_HTML,2000,14,pw01dud102020103048/4A,ティムール,11,原 優介,34.3,クビ,03,03,12,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,2:00.2,稍重,中竹 和也,曇,ハンデ,,
470(+2),55.0,13  13,新潟,PASS_HTML,2000,15,pw01dud102018106354/E3,バガン,9,岩田 康誠,35.1,２ 1/2,03,03,15,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牡8,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,2:00.6,稍重,宮地 貴稔,曇,ハンデ,,
532(+8),53.0,2  2,新潟,PASS_HTML,2000,16,pw01dud102022105030/98,エリーナストーム,13,三浦 皇成,37.2,５,03,03,7,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,2:01.4,稍重,鹿戸 雄一,曇,ハンデ,,
426(-6),53.0,15  15,新潟,PASS_HTML,2000,17,pw01dud102019104531/7A,バンフィエルド,3,柴田 大知,35.8,１／２,03,03,17,3歳以上,2勝クラス,2026-08-29,pw01sde1004202603030720260829,赤倉特別,07,（混合）［指定］,15時10分,牡7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030720260829%2F69,芝,2:01.5,稍重,粕谷 昌央,曇,ハンデ,,
480(+2),55.0,1  1  1  1,新潟,PASS_HTML,2200,1,pw01dud102023103471/BD,プレイザリード,2,田辺 裕信,35.4,,03,03,1,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:13.4,稍重,加藤 士津八,曇,定量,,
462(+14),55.0,2  2  3  2,新潟,PASS_HTML,2200,2,pw01dud102023107093/BB,ゴンファロニエーレ,8,戸崎 圭太,35.7,３,03,03,3,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:13.9,稍重,田中 博康,曇,定量,,
468(+2),58.0,6  7  7  7,新潟,PASS_HTML,2200,3,pw01dud102022103308/B5,ミッドセンチュリー,7,嶋田 純次,35.3,ハナ,03,03,5,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:13.9,稍重,松山 将樹,曇,定量,,
496(+10),55.0,7  6  4  4,新潟,PASS_HTML,2200,4,pw01dud102023107013/3B,ランブルスコ,11,C.ルメール,36.4,５,03,03,2,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:14.8,稍重,蛯名 正義,曇,定量,,
442(+2),58.0,10  8  8  7,新潟,PASS_HTML,2200,5,pw01dud102021101088/38,テイキットイージー,12,武藤 雅,36.1,クビ,03,03,8,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:14.8,稍重,萱野 浩二,曇,定量,,
480(+12),53.0,4  2  4  4,新潟,PASS_HTML,2200,6,pw01dud102021101166/63,ノーマジック,5,▲水沼 元輝,36.8,２,03,03,12,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:15.2,稍重,戸田 博文,曇,定量,,
502(0),58.0,7  8  9  9,新潟,PASS_HTML,2200,7,pw01dud102019105490/25,ディーンズリスター,3,岩田 康誠,36.4,１／２,03,03,7,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,せん7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:15.3,稍重,斉藤 崇史,曇,定量,,
456(-9),55.0,11  11  11  11,新潟,PASS_HTML,2200,8,pw01dud102023102336/9C,ダンシングアウェイ,1,小崎 綾也,36.0,ハナ,03,03,10,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:15.3,稍重,柄崎 将寿,曇,定量,,
472(-6),55.0,4  5  4  4,新潟,PASS_HTML,2200,9,pw01dud102023104485/88,マイネルリーヒム,13,菊沢 一樹,37.4,３,03,03,4,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:15.8,稍重,武市 康男,曇,定量,,
472(+2),58.0,9  8  9  10,新潟,PASS_HTML,2200,10,pw01dud102022101495/3F,シャインフリーリー,4,柴田 大知,37.1,１ 1/2,03,03,11,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:16.0,稍重,深山 雅史,曇,定量,,
526(+6),56.0,2  2  2  2,新潟,PASS_HTML,2200,11,pw01dud102022105365/9A,オプレントジュエル,6,三浦 皇成,38.3,２ 1/2,03,03,6,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:16.4,稍重,中舘 英二,曇,定量,,
516(+14),58.0,13  13  13  13,新潟,PASS_HTML,2200,12,pw01dud102019105076/F3,フォーグッド,10,原 優介,36.1,１,03,03,9,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,せん7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:16.6,稍重,平岩 大典,曇,定量,,
462(0),55.0,12  12  12  12,新潟,PASS_HTML,2200,13,pw01dud102022105461/FF,コウセイケンタロス,9,▲上里 直汰,38.6,１０,03,03,13,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603030920260829,3歳以上1勝クラス,09,（混合）（特指）,16時25分,せん4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030920260829%2FD3,芝,2:18.2,稍重,和田 雄二,曇,定量,,
490(-6),57.0,1  1  1  1,新潟,QUARANTINED_HTML:track_condition,1800,1,pw01dud102022100154/0A,メイショウズイウン,7,石橋 脩,38.3,,03,03,4,3歳以上,オープン,2026-08-29,pw01sde1004202603030820260829,BSN賞,08,（国際）（特指）,15時45分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030820260829%2F1E,ダート,1:52.0,,本田 優,曇,別定,,
522(+2),57.0,3  3  5  5,新潟,QUARANTINED_HTML:track_condition,1800,2,pw01dud102022106553/F5,タガノバビロン,3,松山 弘平,37.9,１／２,03,03,1,3歳以上,オープン,2026-08-29,pw01sde1004202603030820260829,BSN賞,08,（国際）（特指）,15時45分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030820260829%2F1E,ダート,1:52.1,,西園 翔太,曇,別定,,
500(-6),57.0,2  2  3  4,新潟,QUARANTINED_HTML:track_condition,1800,3,pw01dud102022105979/9C,ピカピカサンダー,1,三浦 皇成,38.3,１,03,03,3,3歳以上,オープン,2026-08-29,pw01sde1004202603030820260829,BSN賞,08,（国際）（特指）,15時45分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030820260829%2F1E,ダート,1:52.3,,鹿戸 雄一,曇,別定,,
508(+6),59.0,10  10  9  9,新潟,QUARANTINED_HTML:track_condition,1800,4,pw01dud102021101259/DD,カズタンジャー,6,C.ルメール,37.6,アタマ,03,03,2,3歳以上,オープン,2026-08-29,pw01sde1004202603030820260829,BSN賞,08,（国際）（特指）,15時45分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030820260829%2F1E,ダート,1:52.3,,新谷 功一,曇,別定,,
510(+2),57.0,8  7  2  2,新潟,QUARANTINED_HTML:track_condition,1800,5,pw01dud102021100561/F9,ハビレ,10,岩田 康誠,38.6,１／２,03,03,6,3歳以上,オープン,2026-08-29,pw01sde1004202603030820260829,BSN賞,08,（国際）（特指）,15時45分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030820260829%2F1E,ダート,1:52.4,,武井 亮,曇,別定,,
554(0),55.0,11  11  11  11,新潟,QUARANTINED_HTML:track_condition,1800,6,pw01dud102021100606/09,ベルイストワール,11,杉原 誠人,37.4,クビ,03,03,8,3歳以上,オープン,2026-08-29,pw01sde1004202603030820260829,BSN賞,08,（国際）（特指）,15時45分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030820260829%2F1E,ダート,1:52.4,,松尾 卓哉,曇,別定,,
504(+4),58.0,5  5  3  3,新潟,QUARANTINED_HTML:track_condition,1800,7,pw01dud102020103148/7B,ショウナンライシン,5,原 優介,38.6,３／４,03,03,7,3歳以上,オープン,2026-08-29,pw01sde1004202603030820260829,BSN賞,08,（国際）（特指）,15時45分,牡6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030820260829%2F1E,ダート,1:52.6,,大竹 正博,曇,別定,,
486(+4),58.0,8  9  6  6,新潟,QUARANTINED_HTML:track_condition,1800,8,pw01dud102019103593/D1,ハセドン,9,菊沢 一樹,38.5,２,03,03,10,3歳以上,オープン,2026-08-29,pw01sde1004202603030820260829,BSN賞,08,（国際）（特指）,15時45分,牡7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030820260829%2F1E,ダート,1:52.9,,大和田 成,曇,別定,,
504(0),57.0,5  6  6  6,新潟,QUARANTINED_HTML:track_condition,1800,9,pw01dud102019102665/C9,フタイテンロック,4,小崎 綾也,38.5,クビ,03,03,9,3歳以上,オープン,2026-08-29,pw01sde1004202603030820260829,BSN賞,08,（国際）（特指）,15時45分,牡7,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030820260829%2F1E,ダート,1:53.0,,佐藤 吉勝,曇,別定,,
452(-2),55.0,3  3  6  6,新潟,QUARANTINED_HTML:track_condition,1800,10,pw01dud102021105264/6A,アムールドパリ,2,田辺 裕信,38.7,３／４,03,03,5,3歳以上,オープン,2026-08-29,pw01sde1004202603030820260829,BSN賞,08,（国際）（特指）,15時45分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030820260829%2F1E,ダート,1:53.1,,稲垣 幸雄,曇,別定,,
476(+12),55.0,7  7  9  9,新潟,QUARANTINED_HTML:track_condition,1800,11,pw01dud102020101024/80,ピースオブザライフ,8,武藤 雅,38.4,クビ,03,03,11,3歳以上,オープン,2026-08-29,pw01sde1004202603030820260829,BSN賞,08,（国際）（特指）,15時45分,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603030820260829%2F1E,ダート,1:53.1,,野中 賢二,曇,別定,,
426(-6),56.0,5  5,新潟,PASS_HTML,1400,1,pw01dud102022105184/E5,ライネリーベ,9,C.ルメール,35.0,,03,03,1,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:21.5,稍重,木村 哲也,曇,定量,,
428(-4),53.0,6  6,新潟,PASS_HTML,1400,2,pw01dud102023106372/CC,リラベガ,16,菊沢 一樹,35.3,２ 1/2,03,03,8,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:21.9,稍重,岩戸 孝樹,曇,定量,,
476(+4),53.0,3  3,新潟,PASS_HTML,1400,3,pw01dud102023100914/DE,タイセイフレッサ,6,戸崎 圭太,35.8,３／４,03,03,2,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.1,稍重,斎藤 誠,曇,定量,,
432(+4),53.0,9  8,新潟,PASS_HTML,1400,4,pw01dud102023106299/E0,ダイユウルミナス,11,小崎 綾也,35.4,３／４,03,03,14,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.2,稍重,松永 康利,曇,定量,,
458(+10),51.0,9  8,新潟,PASS_HTML,1400,5,pw01dud102023103942/F5,ソードスレイプニル,4,◇今村 聖奈,35.4,クビ,03,03,3,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.2,稍重,鈴木 慎太郎,曇,定量,,
456(0),55.0,16  16,新潟,PASS_HTML,1400,6,pw01dud102023106325/D5,ホットゥトロット,14,大野 拓弥,34.8,クビ,03,03,11,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.3,稍重,堀内 岳志,曇,定量,,
450(+12),56.0,11  11,新潟,PASS_HTML,1400,7,pw01dud102022106741/61,メイリー,5,武藤 雅,35.5,１,03,03,9,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.4,稍重,鈴木 慎太郎,曇,定量,,
446(-6),56.0,15  13,新潟,PASS_HTML,1400,8,pw01dud102022103155/4A,タイキオーベロン,18,△石田 拓郎,35.1,アタマ,03,03,10,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.4,稍重,高木 登,曇,定量,,
460(+4),56.0,1  1,新潟,PASS_HTML,1400,9,pw01dud102022105293/B3,キャトルエピス,3,M.ミシェル,36.7,クビ,03,03,7,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.5,稍重,栗田 徹,曇,定量,,
440(-4),51.0,12  12,新潟,PASS_HTML,1400,10,pw01dud102023106468/9F,ガミーヌ,17,△石神 深道,35.6,１,03,03,5,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.6,稍重,水野 貴広,曇,定量,,
458(+8),53.0,3  3,新潟,PASS_HTML,1400,11,pw01dud102023106477/3C,ベレーバスク,7,丸山 元気,36.5,１,03,03,4,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.8,稍重,清水 英克,曇,定量,,
436(+10),56.0,2  2,新潟,PASS_HTML,1400,12,pw01dud102022102978/5C,アルシャンティ,2,杉原 誠人,36.8,アタマ,03,03,17,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.8,稍重,室井 潔,曇,定量,,
472(+4),53.0,13  15,新潟,PASS_HTML,1400,13,pw01dud102023103873/67,サーロー,13,原 優介,35.6,クビ,03,03,6,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:22.8,稍重,勢司 和浩,曇,定量,,
488(-1),58.0,6  8,新潟,PASS_HTML,1400,14,pw01dud102022110094/E7,ビリオネアボーイ,1,丸田 恭介,36.3,１,03,03,12,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:23.0,稍重,武市 康男,曇,定量,,
414(-2),50.0,17  17,新潟,PASS_HTML,1400,15,pw01dud102023103518/B3,ディサイドオンミー,15,▲上里 直汰,35.3,１／２,03,03,18,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:23.1,稍重,堀内 岳志,曇,定量,,
436(0),53.0,6  6,新潟,PASS_HTML,1400,16,pw01dud102023106484/F3,フェーダーローター,8,柴田 大知,36.6,３／４,03,03,13,3歳以上,1勝クラス,2026-08-29,pw01sde1004202603031020260829,3歳以上1勝クラス,10,（混合）［指定］,17時00分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1004202603031020260829%2FC8,芝,1:23.2,稍重,天間 昭一,曇,定量,,
