body_weight_delta,carried_weight,corner_positions,course,data_status,distance_m,finish_position,horse_id,horse_name,horse_no,jockey,last3f,margin,meeting_day,meeting_no,popularity,race_category,race_class,race_date,race_id,race_name,race_no,race_rule,rating,scheduled_start,sex_age,source_url,surface,time,track_condition,trainer,weather,weight_rule,平均1F,枠
494(初出走),55.0,5  7  7,札幌,PASS_HTML,1500,6,pw01dud102024107318/99,バタフライ,9,原田 和真,35.9,１,06,01,9,2歳,新馬,2026-08-09,pw01sde1001202601060520260809,メイクデビュー札幌,05,牝［指定］,,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060520260809%2F64,芝,1:30.5,良,松山 将樹,晴,馬齢,,
420(初出走),54.0,8  9  8,札幌,PASS_HTML,1500,7,pw01dud102024106357/77,ヌーベルフィズ,4,☆舟山 瑠泉,35.6,アタマ,06,01,6,2歳,新馬,2026-08-09,pw01sde1001202601060520260809,メイクデビュー札幌,05,牝［指定］,,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060520260809%2F64,芝,1:30.5,良,辻野 泰之,晴,馬齢,,
410(初出走),53.0,11  11  11,札幌,PASS_HTML,1500,8,pw01dud102024100609/06,チェッリーニ,5,◇古川 奈穂,35.5,クビ,06,01,11,2歳,新馬,2026-08-09,pw01sde1001202601060520260809,メイクデビュー札幌,05,牝［指定］,,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060520260809%2F64,芝,1:30.6,良,羽月 友彦,晴,馬齢,,
456(初出走),55.0,3  4  4,札幌,PASS_HTML,1500,9,pw01dud102024101556/BB,インサイドストーム,8,斎藤 新,36.7,３,06,01,12,2歳,新馬,2026-08-09,pw01sde1001202601060520260809,メイクデビュー札幌,05,牝［指定］,,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060520260809%2F64,芝,1:31.1,良,緒方 努,晴,馬齢,,
428(初出走),55.0,8  9  8,札幌,PASS_HTML,1500,10,pw01dud102024105051/43,ルイスイメル,7,古川 吉洋,36.4,１ 1/4,06,01,7,2歳,新馬,2026-08-09,pw01sde1001202601060520260809,メイクデビュー札幌,05,牝［指定］,,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060520260809%2F64,芝,1:31.3,良,本田 優,晴,馬齢,,
410(初出走),52.0,5  7  8,札幌,PASS_HTML,1500,11,pw01dud102024104987/EF,アスコットペスカ,3,▲和田 陽希,37.2,３ 1/2,06,01,13,2歳,新馬,2026-08-09,pw01sde1001202601060520260809,メイクデビュー札幌,05,牝［指定］,,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060520260809%2F64,芝,1:31.8,良,藤野 健太,晴,馬齢,,
460(初出走),55.0,13  12  12,札幌,PASS_HTML,1500,12,pw01dud102024106936/0A,ガザニア,1,岩田 康誠,37.3,大差,06,01,4,2歳,新馬,2026-08-09,pw01sde1001202601060520260809,メイクデビュー札幌,05,牝［指定］,,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060520260809%2F64,芝,1:34.9,良,尾関 知人,晴,馬齢,,
468(初出走),52.0,12  13  13,札幌,PASS_HTML,1500,13,pw01dud102024103284/50,アブリコース,2,▲小林 美駒,41.5,大差,06,01,5,2歳,新馬,2026-08-09,pw01sde1001202601060520260809,メイクデビュー札幌,05,牝［指定］,,12時20分,牝2,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060520260809%2F64,芝,1:39.5,良,小手川 準,晴,馬齢,,
520(+4),57.0,3  3  2  1,札幌,PASS_HTML,2600,1,pw01dud102023105789/D6,ドンテスタマスター,11,斎藤 新,36.0,,06,01,2,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:43.5,良,杉山 晴紀,晴,馬齢,,
510(+20),56.0,10  11  8  5,札幌,PASS_HTML,2600,2,pw01dud102023107221/C7,シャンドラファール,10,☆舟山 瑠泉,35.5,１ 1/4,06,01,4,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:43.7,良,井上 智史,晴,馬齢,,
478(+10),57.0,5  5  4  2,札幌,PASS_HTML,2600,3,pw01dud102023101168/61,タビニュ,5,池添 謙一,36.1,ハナ,06,01,5,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:43.7,良,松尾 卓哉,晴,馬齢,,
436(+6),54.0,14  13  13  9,札幌,PASS_HTML,2600,4,pw01dud102023102695/1C,ギオンバヤシ,14,▲小林 美駒,35.1,クビ,06,01,3,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:43.8,良,鈴木 孝志,晴,馬齢,,
498(+2),57.0,7  6  7  5,札幌,PASS_HTML,2600,5,pw01dud102023105280/D6,ヘイジュード,7,浜中 俊,35.9,３／４,06,01,1,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:43.9,良,堀 宣行,晴,馬齢,,
482(+6),57.0,3  3  4  8,札幌,PASS_HTML,2600,6,pw01dud102023100771/83,マジックファイヤー,2,岩田 康誠,36.4,３／４,06,01,10,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:44.0,良,浅利 英明,晴,馬齢,,
446(+4),57.0,6  6  4  5,札幌,PASS_HTML,2600,7,pw01dud102023103548/E3,ダイナソーコー,1,横山 和生,36.3,クビ,06,01,9,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:44.0,良,藤岡 健一,晴,馬齢,,
438(+2),55.0,9  8  8  9,札幌,PASS_HTML,2600,8,pw01dud102023105302/6D,ラッキーシグネチャ,12,北村 友一,35.9,１／２,06,01,6,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:44.1,良,矢作 芳人,晴,馬齢,,
474(+10),55.0,8  8  8  11,札幌,PASS_HTML,2600,9,pw01dud102023105065/93,ハバタクジユウニ,6,川又 賢治,36.0,１／２,06,01,14,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:44.2,良,角田 晃一,晴,馬齢,,
462(+6),52.0,1  1  1  2,札幌,PASS_HTML,2600,10,pw01dud102023103566/1D,エコロゼルダ,3,▲和田 陽希,37.0,３／４,06,01,12,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:44.4,良,牧浦 充徳,晴,馬齢,,
458(0),55.0,2  2  2  2,札幌,PASS_HTML,2600,11,pw01dud102023103522/11,フォーチュンローズ,9,古川 吉洋,37.1,３／４,06,01,7,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:44.5,良,上原 佑紀,晴,馬齢,,
494(+4),57.0,10  8  11  12,札幌,PASS_HTML,2600,12,pw01dud102023104905/FD,テイエムプレミラン,13,松本 大輝,36.2,１／２,06,01,8,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:44.6,良,宮地 貴稔,晴,馬齢,,
450(-2),55.0,10  11  11  13,札幌,PASS_HTML,2600,13,pw01dud102023102410/FB,ブリックアブラック,4,◇古川 奈穂,36.3,クビ,06,01,11,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:44.7,良,高木 登,晴,馬齢,,
458(-4),57.0,13  13  13  13,札幌,PASS_HTML,2600,14,pw01dud102023103767/F2,ミカレオス,8,荻野 琢真,36.1,１ 1/2,06,01,13,3歳,未勝利,2026-08-09,pw01sde1001202601060620260809,3歳未勝利,06,（混合）［指定］,,12時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060620260809%2F19,芝,2:44.9,良,河嶋 宏樹,晴,馬齢,,
432(+2),57.0,2  2  2  2,札幌,PASS_HTML,2000,1,pw01dud102023106438/6F,トリニタリオ,4,横山 和生,35.6,,06,01,1,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:01.6,良,勢司 和浩,晴,馬齢,,
462(0),57.0,3  4  4  3,札幌,PASS_HTML,2000,2,pw01dud102023103481/CD,デルマフジ,3,浜中 俊,35.8,２ 1/2,06,01,2,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:02.0,良,武 幸四郎,晴,馬齢,,
412(+4),55.0,9  9  7  3,札幌,PASS_HTML,2000,3,pw01dud102023101938/B9,メイショウローゼ,7,池添 謙一,35.9,１ 3/4,06,01,3,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:02.3,良,本田 優,晴,馬齢,,
482(0),57.0,11  10  10  7,札幌,PASS_HTML,2000,4,pw01dud102023101000/38,フローレンスフーガ,5,古川 吉洋,35.6,アタマ,06,01,4,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:02.3,良,四位 洋文,晴,馬齢,,
472(+4),57.0,1  1  1  1,札幌,PASS_HTML,2000,5,pw01dud102023105537/3E,エイシンリーガル,10,松本 大輝,36.6,１／２,06,01,12,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:02.4,良,高橋 康之,晴,馬齢,,
468(+6),57.0,14  13  14  13,札幌,PASS_HTML,2000,6,pw01dud102023102386/EC,ミリオングローリー,16,岩田 康誠,35.7,２,06,01,5,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:02.7,良,蛯名 正義,晴,馬齢,,
450(0),57.0,6  7  7  7,札幌,PASS_HTML,2000,7,pw01dud102023105659/75,シークレットシティ,8,斎藤 新,36.3,３／４,06,01,8,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:02.8,良,辻 哲英,晴,馬齢,,
454(+2),57.0,14  13  12  10,札幌,PASS_HTML,2000,8,pw01dud102023100604/3B,ショウナンアワード,6,小沢 大仁,36.2,１ 1/4,06,01,10,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:03.0,良,東田 明士,晴,馬齢,,
432(-6),55.0,3  2  2  3,札幌,PASS_HTML,2000,9,pw01dud102023105298/7E,ピースフルマインド,12,北村 友一,37.0,クビ,06,01,6,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:03.1,良,伊坂 重信,晴,馬齢,,
458(+2),56.0,6  7  7  10,札幌,PASS_HTML,2000,10,pw01dud102023102434/E7,グランフルス,1,☆舟山 瑠泉,36.6,クビ,06,01,11,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:03.1,良,矢野 英一,晴,馬齢,,
478(+10),57.0,6  6  4  3,札幌,PASS_HTML,2000,11,pw01dud102023104940/FE,メイショウハーブス,14,横山 琉人,36.8,アタマ,06,01,9,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:03.1,良,高橋 義忠,晴,馬齢,,
470(+6),54.0,14  16  16  13,札幌,PASS_HTML,2000,12,pw01dud102023105874/B8,ウインブリザード,11,▲遠藤 汰月,35.9,クビ,06,01,13,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:03.2,良,深山 雅史,晴,馬齢,,
460(-4),57.0,10  10  10  10,札幌,PASS_HTML,2000,13,pw01dud102023105881/6F,ウインアトム,9,川又 賢治,36.6,３／４,06,01,14,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:03.3,良,寺島 良,晴,馬齢,,
516(0),54.0,3  4  4  7,札幌,PASS_HTML,2000,14,pw01dud102023103555/9A,オートカリテ,2,☆長浜 鴻緒,37.3,１ 1/2,06,01,7,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:03.5,良,牧 光二,晴,馬齢,,
404(+10),53.0,11  10  12  15,札幌,PASS_HTML,2000,15,pw01dud102023102112/4E,ハートチャン,13,◇古川 奈穂,37.5,５,06,01,15,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:04.3,良,金成 貴史,晴,馬齢,,
506(+16),57.0,13  13  14  15,札幌,PASS_HTML,2000,16,pw01dud102023103433/63,レフィノス,15,荻野 琢真,37.8,３,06,01,16,3歳,未勝利,2026-08-09,pw01sde1001202601060720260809,3歳未勝利,07,[指定],,13時20分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060720260809%2FCE,芝,2:04.8,良,和田 勇介,晴,馬齢,,
454(0),55.0,4  3,札幌,PASS_HTML,1200,1,pw01dud102021105749/7E,ルージュベルベット,10,☆舟山 瑠泉,34.8,,06,01,5,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:08.7,良,浅利 英明,晴,定量,,
500(+8),54.0,2  2,札幌,PASS_HTML,1200,2,pw01dud102023105317/BC,ウィングブルー,11,斎藤 新,35.1,３／４,06,01,2,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:08.8,良,斎藤 誠,晴,定量,,
426(+4),51.0,1  1,札幌,PASS_HTML,1200,3,pw01dud102023106420/C7,コスモファーブロス,1,▲小林 美駒,35.5,１／２,06,01,4,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:08.9,良,吉田 直弘,晴,定量,,
468(-8),54.0,15  13,札幌,PASS_HTML,1200,4,pw01dud102023103733/F6,ラプランセス,9,横山 琉人,33.9,クビ,06,01,9,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:08.9,良,斎藤 誠,晴,定量,,
472(+4),56.0,9  8,札幌,PASS_HTML,1200,5,pw01dud102022102988/6C,トレヴィ,14,岩田 康誠,34.8,２,06,01,10,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:09.2,良,木村 哲也,晴,定量,,
430(-2),56.0,15  16,札幌,PASS_HTML,1200,6,pw01dud102021105078/E4,アトリウムチャペル,6,横山 典弘,34.3,クビ,06,01,7,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:09.3,良,浅利 英明,晴,定量,,
448(+18),54.0,6  6,札幌,PASS_HTML,1200,7,pw01dud102023104047/6A,ノアールビーナス,15,小沢 大仁,35.2,１／２,06,01,6,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:09.4,良,杉山 佳明,晴,定量,,
442(+16),56.0,9  8,札幌,PASS_HTML,1200,8,pw01dud102021103322/97,スプリングデイ,7,古川 吉洋,34.9,クビ,06,01,11,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:09.4,良,伊藤 大士,晴,定量,,
440(+6),54.0,13  13,札幌,PASS_HTML,1200,9,pw01dud102023105290/E6,サトノカスターニャ,16,吉田 隼人,34.8,１,06,01,12,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:09.6,良,吉岡 辰弥,晴,定量,,
490(+2),52.0,6  6,札幌,PASS_HTML,1200,10,pw01dud102020100759/57,アルマロクザン,13,★河原田 菜々,35.5,１／２,06,01,13,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:09.7,良,伊藤 伸一,晴,定量,,
458(+6),54.0,6  8,札幌,PASS_HTML,1200,11,pw01dud102023102210/99,アイアムステキ,3,浜中 俊,35.9,２ 1/2,06,01,8,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:10.1,良,奥平 雅士,晴,定量,,
482(+10),56.0,9  12,札幌,PASS_HTML,1200,12,pw01dud102020101920/6D,メラヴィリオーザ,4,黛 弘人,35.8,１ 1/4,06,01,14,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝6,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:10.3,良,秋山 真一郎,晴,定量,,
462(+4),56.0,13  13,札幌,PASS_HTML,1200,13,pw01dud102022104440/7D,ハーモニーソング,8,北村 友一,35.6,３／４,06,01,3,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:10.4,良,田島 俊明,晴,定量,,
436(+11),53.0,4  3,札幌,PASS_HTML,1200,14,pw01dud102022101005/EB,マロンカラノテガミ,12,▲和田 陽希,36.6,ハナ,06,01,16,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:10.4,良,清水 英克,晴,定量,,
396(0),53.0,9  11,札幌,PASS_HTML,1200,15,pw01dud102022103316/DF,キタノクニカラ,5,▲遠藤 汰月,36.0,３／４,06,01,15,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:10.5,良,奥平 雅士,晴,定量,,
468(+10),54.0,2  3,札幌,PASS_HTML,1200,16,pw01dud102023105141/D8,ニシノサリーナ,2,池添 謙一,37.3,３,06,01,1,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060920260809,3歳以上1勝クラス,09,牝［指定］,,14時20分,牝3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060920260809%2F38,芝,1:11.0,良,橋口 慎介,晴,定量,,
512(+4),58.0,14  14  14  10,札幌,QUARANTINED_HTML:track_condition,1700,1,pw01dud102022104419/58,ローズマイスター,12,横山 和生,37.3,,06,01,2,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060820260809,3歳以上1勝クラス,08,[指定],,13時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060820260809%2F83,ダート,1:46.6,,黒岩 陽一,晴,定量,,
490(+4),55.0,9  9  6  4,札幌,QUARANTINED_HTML:track_condition,1700,2,pw01dud102023105032/0A,メイショウコシュウ,5,浜中 俊,38.6,クビ,06,01,4,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060820260809,3歳以上1勝クラス,08,[指定],,13時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060820260809%2F83,ダート,1:46.6,,松永 幹夫,晴,定量,,
504(-4),54.0,4  3  2  2,札幌,QUARANTINED_HTML:track_condition,1700,3,pw01dud102023102019/42,テイクオンミー,8,☆舟山 瑠泉,39.0,クビ,06,01,5,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060820260809,3歳以上1勝クラス,08,[指定],,13時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060820260809%2F83,ダート,1:46.7,,水野 貴広,晴,定量,,
458(+2),58.0,3  3  2  2,札幌,QUARANTINED_HTML:track_condition,1700,4,pw01dud102021104945/25,ポンピエ,6,斎藤 新,39.2,１ 1/2,06,01,3,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060820260809,3歳以上1勝クラス,08,[指定],,13時50分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060820260809%2F83,ダート,1:46.9,,井上 智史,晴,定量,,
468(-4),58.0,8  8  10  6,札幌,QUARANTINED_HTML:track_condition,1700,5,pw01dud102022103156/BD,タイキフィアリーベ,1,吉田 隼人,38.9,１,06,01,8,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060820260809,3歳以上1勝クラス,08,[指定],,13時50分,牡4,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060820260809%2F83,ダート,1:47.1,,室井 潔,晴,定量,,
470(+4),58.0,6  5  2  4,札幌,QUARANTINED_HTML:track_condition,1700,6,pw01dud102021105772/89,ホウオウバローロ,13,小沢 大仁,39.4,クビ,06,01,9,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060820260809,3歳以上1勝クラス,08,[指定],,13時50分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060820260809%2F83,ダート,1:47.1,,前川 恭子,晴,定量,,
516(0),58.0,13  13  10  8,札幌,QUARANTINED_HTML:track_condition,1700,7,pw01dud102021102498/FB,ディアスポラ,11,岩田 康誠,39.0,１／２,06,01,10,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060820260809,3歳以上1勝クラス,08,[指定],,13時50分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060820260809%2F83,ダート,1:47.2,,田中 剛,晴,定量,,
474(0),52.0,1  1  1  1,札幌,QUARANTINED_HTML:track_condition,1700,8,pw01dud102023100715/EF,ピエナオルカ,7,▲小林 美駒,40.3,２,06,01,1,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060820260809,3歳以上1勝クラス,08,[指定],,13時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060820260809%2F83,ダート,1:47.6,,谷 潔,晴,定量,,
572(+4),58.0,10  10  8  6,札幌,QUARANTINED_HTML:track_condition,1700,9,pw01dud102021100303/1D,ブリオメンテ,14,池添 謙一,39.7,１ 1/2,06,01,7,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060820260809,3歳以上1勝クラス,08,[指定],,13時50分,牡5,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060820260809%2F83,ダート,1:47.8,,千田 輝彦,晴,定量,,
438(+6),52.0,10  11  12  13,札幌,QUARANTINED_HTML:track_condition,1700,10,pw01dud102023101721/22,ノリノドラゴン,3,▲遠藤 汰月,38.9,１ 1/2,06,01,13,3歳以上,1勝クラス,2026-08-09,pw01sde1001202601060820260809,3歳以上1勝クラス,08,[指定],,13時50分,牡3,https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1001202601060820260809%2F83,ダート,1:48.1,,荒川 義之,晴,定量,,
